Gene	Chromosome	Start	End	Canonical
ANO6	12	45610104	45833721	NM_001204803
ATP5O	21	35275829	35288067	NM_001697
HPGD	4	175413106	175443602	NM_000860
DGAT2	11	75480036	75511553	NM_032564
FRMPD2	10	49365364	49482610	NM_001018071
ADM2	22	50920276	50921332	NM_024866
PKD2L1	10	102048152	102089860	NM_001253837
NARR	17	27043070	27044726	NM_001256281
KIF22	16	29802080	29816631	NM_001256270
MYPN	10	69881195	69970212	NM_001256268
DMKN	19	35989617	36004377	NM_033317
DPH5	1	101455963	101490999	NM_001077394
SREK1	5	65440204	65474696	NM_139168
GPANK1	6	31630042	31632255	NM_001199237
SIAE	11	124506846	124543604	NM_001199922
PGM3	6	83876105	83900987	NM_001199917
GFAP	17	42984714	42992854	NM_002055
SNCAIP	5	121726829	121799270	NM_005460
AGAP6	10	51748475	51769946	NM_001077665
FOXRED2	22	36886054	36902469	NM_024955
C14orf159	14	91626638	91691177	NM_001102366
PRDM7	16	90124696	90142318	NM_001098173
FUOM	10	135168873	135171511	NM_198472
CRTC1	19	18794512	18888192	NM_001098482
MAP1A	15	43813671	43822422	NM_002373
MAN2A1	5	109026118	109202699	NM_002372
TET1	10	70332095	70451571	NM_030625
KLHL15	X	24006037	24024810	NM_030624
SPHKAP	2	228846432	229046314	NM_001142644
SMAP2	1	40839792	40887773	NM_022733
MAN1B1	9	139981451	140003043	NM_016219
POLK	5	74842847	74893843	NM_016218
HECA	6	139456533	139498242	NM_016217
STIM1	11	3877500	4113028	NM_001277961
EGFL7	9	139562734	139566738	NM_016215
TRIP4	15	64680062	64747263	NM_016213
TP53TG3	16	32685872	33263695	NM_001267813
SEC31A	4	83740226	83812304	NM_014933
C3orf18	3	50597087	50603130	NM_016210
UBE2Q2	15	76136007	76191799	NM_173469
MOB1B	4	71768253	71847774	NM_001244766
MCAT	22	43529048	43539354	NM_173467
COL23A1	5	177665698	178017198	NM_173465
CCND1	11	69456081	69466050	NM_053056
B3GAT1	11	134251831	134257553	NM_054025
MCM5	22	35796431	35820248	NM_006739
RNF2	1	185056685	185069433	NM_007212
ST18	8	53025757	53126817	NM_014682
EHF	11	34654136	34680478	NM_001206616
SSX2B	X	52727037	52789521	NM_001164417
H2BFM	X	103294543	103295431	NM_001164416
HSFX2	X	148674251	148858448	NM_001164415
CDK5	7	150751095	150754935	NM_004935
CBR4	4	169911300	169931240	NM_032783
NDEL1	17	8347589	8370341	NM_001025579
USP17L29	4	9326890	9366447	NM_001242332
CTNNBL1	20	36322524	36500415	NM_030877
OR5V1	6	29323006	29323972	NM_030876
ZNF442	19	12460514	12474445	NM_030824
PLA2G12A	4	110635532	110650965	NM_030821
COL21A1	6	55922454	56047416	NM_030820
CCDC130	19	13862622	13873882	NM_030818
APOLD1	12	12878934	12940586	NM_001130415
ANKRD13C	1	70728399	70820091	NM_030816
PDRG1	20	30533609	30539764	NM_030815
CLPB	11	72004410	72145518	NM_001258394
ACTL8	1	18149503	18153014	NM_030812
MRPS26	20	3026714	3028515	NM_030811
TXNDC5	6	7883376	7911009	NM_030810
YIPF5	5	143539960	143549519	NM_001024947
CSRNP2	12	51457528	51470344	NM_030809
AFP	4	74301979	74320997	NM_001134
C20orf173	20	34116086	34117202	NM_001145350
ZNF576	19	44101260	44103410	NM_024327
ZNF566	19	36939878	36967459	NM_001145345
PLS1	3	142383079	142430849	NM_001172312
EGFL6	X	13587980	13651214	NM_001167890
FXYD6-FXYD2	11	117691386	117713491	NM_001204268
ASMT	X	1734092	1761907	NM_001171038
SPATA2	20	48522155	48525027	NM_001135773
MLLT6	17	36861885	36881851	NM_005937
XRCC3	14	104165134	104177424	NM_001100119
ANKAR	2	190541216	190611353	NM_144708
MFAP3	5	153429282	153433273	NM_001242336
MFAP1	15	44097291	44116767	NM_005926
H1FX	3	129034103	129034745	NM_006026
ABCB8	7	150725602	150742436	NM_007188
WBP4	13	41635809	41657050	NM_007187
CEP250	20	34050192	34099455	NM_007186
CELF3	1	151677516	151688496	NM_007185
NISCH	3	52489657	52526498	NM_007184
MECR	1	29520533	29557418	NM_001024732
FAM205A	9	34723228	34729424	NM_001141917
HSPBP1	19	55773975	55790976	NM_012267
DNAJB5	9	34989665	34997256	NM_001135005
ZHX2	8	123963750	123966264	NM_014943
TBC1D9B	5	179290447	179334821	NM_198868
PSMC4	19	40477109	40487212	NM_006503
POLH	6	43550056	43582294	NM_006502
ZPBP	7	49977123	50132790	NM_007009
RASGRF2	5	80256557	80521589	NM_006909
P4HA3	11	73978292	74022656	NM_182904
DNASE1L1	X	153631047	153633909	NM_006730
SLC35A2	X	48760714	48768913	NM_001042498
RANBP6	9	6012289	6015607	NM_012416
RAD54B	8	95384397	95479767	NM_001205262
RAB3GAP2	1	220324592	220445679	NM_012414
PARP8	5	49962929	50137902	NM_001178055
ALB	4	74270044	74286015	NM_000477
PSTPIP2	18	43568675	43652154	NM_024430
GARNL3	9	130027156	130155533	NM_032293
PRDX3	10	120927991	120938302	NM_006793
BRSK1	19	55795810	55823436	NM_032430
MAML2	11	95712111	96075059	NM_032427
HHIPL1	14	100111544	100141963	NM_001127258
CCNB2	15	59397467	59417076	NM_004701
PRR20A	13	57715438	57743404	NM_198441
ZNF233	19	44768513	44778826	NM_181756
UGT2B28	4	70146218	70160527	NM_053039
IRX5	16	54965110	54967785	NM_005853
CD86	3	121774336	121838381	NM_006889
CNTN4	3	2613187	3097904	NM_001206955
CIT	12	120126036	120313972	NM_001206999
HSD11B2	16	67465151	67470906	NM_000196
CFI	4	110662048	110723127	NM_000204
NRP1	10	33469003	33623310	NM_003873
PDIA6	2	10924383	10952822	NM_005742
MRPL49	11	64889818	64893344	NM_004927
PIK3CD	1	9770513	9787104	NM_005026
TMEM115	3	50392773	50396494	NM_007024
RAPGEF4	2	173600711	173916495	NM_007023
CHST12	7	2472274	2473519	NM_018641
SMUG1	12	54575302	54577724	NM_014311
PDE2A	11	72288427	72385251	NM_002599
BBIP1	10	112660117	112677915	NM_001195304
FAM213A	10	82173629	82191855	NM_001243780
UGT8	4	115544036	115597444	NM_001128174
PAK3	X	110366331	110463675	NM_002578
PHLDB2	3	111564715	111693410	NM_001134438
ELFN1	7	1784232	1786719	NM_001128636
C16orf52	16	22019622	22092201	NM_001164579
FILIP1L	3	99552078	99649864	NM_001042459
TMEM140	7	134849193	134849751	NM_018295
FAM96B	16	66966105	66968267	NM_016062
RBM41	X	106308983	106362003	NM_001171080
SLC1A6	19	15061006	15083722	NM_001272087
OTOP3	17	72931896	72945511	NM_001272005
C1QC	1	22970516	22974276	NM_001114101
TUSC5	17	1183295	1201558	NM_172367
NEK6	9	127019975	127113226	NM_001145001
AIFM2	10	71873933	71883840	NM_001198696
RBM14	11	66384191	66394139	NM_006328
ARHGEF9	X	62857907	63005025	NM_015185
GAMT	19	1397357	1401475	NM_138924
GALT	9	34646701	34650446	NM_000155
GALK1	17	73754136	73761217	NM_000154
FGF5	4	81187978	81207826	NM_004464
CGB7	19	49557547	49558632	NM_033142
MAP3K9	14	71197096	71275888	NM_033141
SPINT4	20	44351006	44354274	NM_178455
DRAM2	1	111660781	111674176	NM_178454
DNAAF1	16	84179045	84211447	NM_178452
ATG9B	7	150712983	150721510	NM_173681
MARCH3	5	126206324	126253863	NM_178450
SAPCD2	9	139959110	139964912	NM_178448
FERMT3	11	63974836	63990964	NM_178443
ZFYVE1	14	73437589	73491216	NM_021260
GMCL1	2	70057024	70106136	NM_178439
LCE5A	1	152484010	152484367	NM_178438
LCE3E	1	152538405	152538684	NM_178435
LCE3C	1	152573207	152573492	NM_178434
CDK20	9	90582376	90589361	NM_001039803
LCE3A	1	152595309	152595579	NM_178431
LCE2D	1	152636581	152636914	NM_178430
LCE2C	1	152648491	152648824	NM_178429
LCE2A	1	152671377	152671698	NM_178428
ARNT	1	150784496	150849043	NM_001668
KCNH7	2	163228338	163695028	NM_033272
IL1F10	2	113830315	113832941	NM_032556
NR4A1	12	52435676	52452728	NM_002135
NFATC2	20	50007932	50179168	NM_012340
PAQR7	1	26189289	26190330	NM_178422
LCE1D	1	152770270	152770615	NM_178352
LCE1C	1	152777597	152777954	NM_178351
LCE1B	1	152784922	152785279	NM_178349
C3orf35	3	37458757	37476621	NM_178342
MRPL52	14	23299121	23303530	NM_181304
CCDC50	3	191047463	191109549	NM_178335
CCR3	3	46305894	46307717	NM_001837
ATG4B	2	242577129	242611679	NM_178326
SP110	2	231033839	231086436	NM_080424
MYL6	12	56552185	56555199	NM_021019
EPHA8	1	22890128	22928234	NM_020526
TSPAN10	17	79609438	79615324	NM_031945
MIXL1	1	226411382	226413513	NM_031944
BRIP1	17	59760656	59938900	NM_032043
CDCA7	2	174219691	174232392	NM_031942
FAM172A	5	92956692	93410456	NM_032042
USHBP1	19	17361033	17375108	NM_031941
TM2D2	8	38848850	38853958	NM_031940
ITFG3	16	304412	315021	NM_032039
BCO2	11	112046324	112088597	NM_031938
TBC1D10A	22	30688363	30722870	NM_001204240
IFI27L2	14	94594135	94595901	NM_032036
GPR61	1	110085644	110087000	NM_031936
DSEL	18	65178206	65181875	NM_032160
HMCN1	1	185703911	186159010	NM_031935
TNPO3	7	128597308	128694824	NM_012470
LOC100127983	8	91971234	91992663	NM_001190972
NUP133	1	229577650	229643996	NM_018230
DNAL1	14	74111742	74162645	NM_001201366
AIF1L	9	133972016	133995709	NM_001185095
NUF2	1	163295841	163325259	NM_145697
CHST9	18	24496222	24722773	NM_031422
TTC25	17	40086976	40117501	NM_031421
TUBA1A	12	49578792	49582762	NM_001270399
G6PC	17	41052893	41063443	NM_000151
OR52N2	11	5841565	5842531	NM_001005174
OR52L1	11	6007170	6008160	NM_001005173
OR52K2	11	4470569	4471514	NM_001005172
DCTN4	5	150090710	150138555	NM_001135644
PTPRN	2	220154947	220174054	NM_002846
TNFRSF9	1	7980894	8000054	NM_001561
PDS5B	13	33222909	33349190	NM_015032
PAGE4	X	49595031	49598465	NM_007003
ADRM1	20	60878624	60883817	NM_007002
IL36RN	2	113817015	113820254	NM_012275
HYAL4	7	123508327	123517209	NM_012269
NOL4	18	31432805	31803217	NM_003787
OR11H12	14	19377593	19378574	NM_001013354
CAP1	1	40525018	40537205	NM_006367
ZC3H14	14	89029477	89078095	NM_024824
FSD1L	9	108210501	108308764	NM_207647
C11orf87	11	109294359	109294953	NM_207645
FAM211B	22	24981853	24989006	NM_207644
ABCG1	21	43621785	43716502	NM_207627
IFNAR2	21	34614227	34635805	NM_207585
ERVFRD-1	6	11103926	11105543	NM_207582
DUOXA2	15	45406803	45410107	NM_207581
PRKACB	1	84544008	84700988	NM_002731
KLHDC7A	1	18807475	18809809	NM_152375
MPHOSPH6	16	82182335	82203780	NM_005792
MPHOSPH10	2	71357795	71377145	NM_005791
TRAPPC3L	6	116818116	116866677	NM_001139444
ZNF12	7	6730478	6744804	NM_016265
CLASRP	19	45543470	45574103	NM_007056
POLR3A	10	79737235	79789165	NM_007055
LEPR	1	66031248	66102698	NM_001003679
NCOA2	8	71025866	71128980	NM_006540
KIAA0319	6	24547392	24601331	NM_001168374
PSG9	19	43757760	43773583	NM_002784
ZBTB33	X	119387270	119389289	NM_001184742
RNF138	18	29672739	29709150	NM_016271
GREM1	15	33022891	33023446	NM_013372
POLR2B	4	57845151	57897154	NM_000938
DEK	6	18225949	18264218	NM_003472
KCNAB1	3	155838400	156254536	NM_172159
USP7	16	8987854	9057142	NM_003470
SCG2	2	224462146	224464000	NM_003469
KCNH6	17	61600774	61623263	NM_030779
SLC25A32	8	104412638	104427165	NM_030780
SLC2A10	20	45338375	45362473	NM_030777
PLEKHF2	8	96166272	96167022	NM_024613
WNT5B	12	1740520	1755418	NM_032642
ADAM8	10	135076659	135090321	NM_001109
ARL13B	3	93699267	93772107	NM_001174150
TAS2R19	12	11174270	11175170	NM_176888
P2RY12	3	151055604	151056633	NM_022788
P2RY6	11	72983242	73008550	NM_176798
C6orf211	6	151773680	151790245	NM_024573
GALNT14	2	31133766	31360952	NM_001253826
SNRNP25	16	103989	107143	NM_024571
RNASEH2B	13	51484212	51544100	NM_001142279
CCNJL	5	159680384	159738930	NM_024565
TANGO6	16	68877520	69117564	NM_024562
NAA16	13	41885664	41949738	NM_024561
ACSS3	12	81471899	81648701	NM_024560
METTL21D	14	50576416	50583270	NM_024558
RIC3	11	8132244	8190536	NM_001206671
FGFBP3	10	93667949	93668726	NM_152429
OR51E1	11	4673756	4674713	NM_152430
APOBEC3D	22	39417524	39428321	NM_152426
AMER1	X	63409758	63413166	NM_152424
MUM1L1	X	105449425	105451516	NM_152423
PTPDC1	9	96827021	96870226	NM_177995
FAM69B	9	139607117	139618226	NM_152421
C9orf41	9	77598682	77643157	NM_152420
ANKRD13D	11	67056931	67069803	NM_207354
CALCR	7	93055667	93125243	NM_001164737
ZNF764	16	30566514	30569503	NM_033410
ZNF607	19	38188940	38202519	NM_032689
ZNF347	19	53643560	53657000	NM_001172674
OR4D10	11	59244902	59245838	NM_001004705
PRICKLE4	6	41751211	41754867	NM_013397
SCML1	X	17762306	17771512	NM_001037540
MSMO1	4	166254522	166263098	NM_006745
TLN1	9	35697787	35725691	NM_006289
HPS4	22	26849198	26877728	NM_022081
RBM12	20	34240445	34243244	NM_006047
PDIK1L	1	26440799	26449068	NM_001243533
TMEM18	2	669579	677345	NM_152834
HMGB4	1	34329792	34330353	NM_145205
TES	7	115850761	115897536	NM_015641
ATOH7	10	69990975	69991434	NM_145178
GPHB5	14	63779641	63784563	NM_145171
JAG2	14	105609031	105634757	NM_002226
SNX3	6	108533352	108582125	NM_003795
HIF3A	19	46800333	46842879	NM_152794
C7orf41	7	30174752	30197164	NM_152793
ZNF555	19	2841570	2853950	NM_152791
FAM133B	7	92191595	92219605	NM_001040057
TAB3	X	30849543	30877705	NM_152787
C9orf43	9	116175773	116191666	NM_152786
CATSPERD	19	5720748	5778687	NM_152784
NEU4	2	242752523	242758374	NM_001167602
EGLN2	19	41306477	41313769	NM_053046
TBX5	12	114793336	114841703	NM_000192
TRPV1	17	3470108	3495644	NM_080706
GALR1	18	74962504	74980858	NM_001480
CCT8L2	22	17071766	17073440	NM_014406
CDKN2B	9	22005985	22008952	NM_078487
WWOX	16	78133675	79245693	NM_016373
AP2A1	19	50270390	50310015	NM_014203
A1BG	19	58858387	58864803	NM_130786
TPTE2	13	19997201	20077374	NM_199254
CYP2C8	10	96796884	96829159	NM_001198855
RBM14-RBM4	11	66384191	66413517	NM_001198845
RBM4	11	66407182	66433436	NM_001198844
IGLL5	22	23230233	23237874	NM_001178126
DTNB	2	25602187	25875529	NM_021907
ADH6	4	100125375	100140309	NM_001102470
ZNF219	14	21558694	21561750	NM_016423
RGS8	1	182615869	182641959	NM_001102450
MARK3	14	103852366	103969564	NM_001128918
ORC1	1	52838852	52867895	NM_004153
HMGN3	6	79911404	79944277	NM_001201362
HYPK	15	44092796	44094004	NM_016400
EGR3	8	22547985	22550457	NM_004430
LRG1	19	4537951	4540025	NM_052972
LEAP2	5	132209386	132210138	NM_052971
RPL39L	3	186838932	186839088	NM_052969
MEOX1	17	41719277	41738902	NM_004527
ZNF99	19	22940115	22966818	NM_001080409
BEAN1	16	66471579	66527344	NM_001178020
C11orf93	11	111169306	111179162	NM_001136105
FLNB	3	57994291	58156489	NM_001164317
ANKRD36	2	97779476	97915904	NM_001164315
ZBTB24	6	109787053	109803229	NM_014797
ENDOV	17	78388994	78409943	NM_173627
GTDC1	2	144704618	144966348	NM_001006636
AGO2	8	141542142	141645605	NM_012154
MLXIPL	7	73008194	73038822	NM_032951
GAB2	11	77930317	78128766	NM_080491
DDN	12	49390522	49393070	NM_015086
RAP1GAP2	17	2699821	2935713	NM_015085
PRKD2	19	47177779	47219627	NM_016457
NOL10	2	10712196	10829987	NM_024894
CCDC15	11	124824628	124910607	NM_025004
ZNF658	9	40772094	40789279	NM_033160
HYAL2	3	50355559	50357920	NM_033158
CALD1	7	134552484	134653096	NM_033138
ABCC11	16	48201184	48265832	NM_033151
COL2A1	12	48367189	48398104	NM_001844
PDE1A	2	183011805	183387366	NM_005019
PDE1C	7	31792997	32338347	NM_001191056
TCL1B	14	96152804	96157658	NM_004918
ASNSD1	2	190530858	190535452	NM_019048
TET2	4	106155099	106197676	NM_001127208
CYCS	7	25163319	25163738	NM_018947
NANS	9	100819090	100845337	NM_018946
ANKRD16	10	5920092	5931317	NM_019046
PDE7B	6	136173136	136512978	NM_018945
WDR44	X	117480466	117582950	NM_019045
PRSS21	16	2867269	2871606	NM_006799
NECAP2	1	16767256	16785491	NM_018090
EFHC1	6	52285208	52357139	NM_018100
RRP1B	21	45079545	45113264	NM_015056
WDR89	14	64065496	64066660	NM_001258272
DTD2	14	31917334	31926599	NM_080664
PEX11G	19	7542087	7553896	NM_080662
ITGAM	16	31271385	31343028	NM_001145808
NCF4	22	37257213	37273865	NM_013416
RHOB	2	20647226	20647817	NM_004040
PITX3	10	103990270	103991837	NM_005029
LAGE3	X	153706282	153707254	NM_006014
RPS2	16	2012098	2014626	NM_002952
PLCG2	16	81819594	81991603	NM_002661
C21orf2	21	45750080	45759077	NM_001271441
PIK3R2	19	18266689	18280104	NM_005027
DNASE2	19	12986803	12992189	NM_001375
DNASE1L2	16	2286817	2288419	NM_001374
DNAH14	1	225140404	225586971	NM_001373
C6orf136	6	30615008	30620692	NM_001161376
TJAP1	6	43466739	43473593	NM_001146018
ADD2	2	70890556	70995031	NM_017488
ANTXR1	2	69240631	69472617	NM_032208
CCR5	3	46414393	46415452	NM_000579
SLC11A1	2	219247091	219259758	NM_000578
ATRX	X	76763828	77041487	NM_000489
KRT18	12	53342957	53346626	NM_000224
NHLH2	1	116380585	116380993	NM_005599
PTPRCAP	11	67203203	67205090	NM_005608
NHLH1	1	160340521	160340923	NM_005598
DYRK1B	19	40316354	40322507	NM_004714
DERL3	22	24177013	24181174	NM_198440
BTBD7	14	93708618	93762397	NM_001002860
GPX4	19	1104042	1106639	NM_001039848
CXCL12	10	44868335	44880453	NM_000609
BBS9	7	33185864	33644838	NM_198428
ACADM	1	76190472	76228448	NM_001127328
BOLA3	2	74362648	74375001	NM_212552
RUFY1	5	178977570	179036520	NM_001040451
DAGLB	7	6449467	6487473	NM_139179
CDK15	2	202671387	202755617	NM_001261435
TMEM33	4	41937501	41956216	NM_018126
MCTP1	5	94043200	94620279	NM_024717
PLA1A	3	119316760	119348315	NM_015900
CASK	X	41379672	41782241	NM_003688
MRPS18A	6	43639498	43655516	NM_018135
IQCC	1	32671282	32673683	NM_001160042
MSL2	3	135869988	135913955	NM_018133
CENPQ	6	49437889	49459988	NM_018132
LIMD2	17	61775911	61776658	NM_030576
THAP7	22	21354168	21356200	NM_030573
C12orf39	12	21679406	21684129	NM_030572
NDFIP1	5	141488539	141524239	NM_030571
TMEM218	11	124967501	124972561	NM_001258243
SPI1	11	47376777	47399904	NM_001080547
CLEC2D	12	9822330	9847470	NM_001004419
XAGE2B	X	52113157	52386016	NM_001079538
ASAH2B	10	52502684	52514500	NM_001079516
RCC1	1	28856378	28864519	NM_001048199
REC8	14	24641761	24649301	NM_001048205
YWHAZ	8	101932920	101961117	NM_145690
PRHOXNB	13	28552242	28562774	NM_001105577
FBXO45	3	196295855	196311189	NM_001105573
DHRS7C	17	9674804	9694601	NM_001220493
SLC38A11	2	165754946	165809277	NM_001199148
MTHFS	15	80137551	80189330	NM_006441
FAM21C	10	46222765	46287848	NM_015262
TMEM135	11	86749087	87032375	NM_022918
ZNF619	3	40519448	40529732	NM_001145082
CCDC169	13	36801337	36871856	NM_001144981
SOD2	6	160103524	160114199	NM_000636
CXCR1	2	219028881	219029934	NM_000634
BCL2	18	60795857	60985899	NM_000633
SCML2	X	18259370	18352191	NM_006089
LOC100129924	1	43255103	43263896	NM_001242750
EPS8L1	19	55587812	55598982	NM_133180
UNG	12	109535484	109547774	NM_003362
UMOD	16	20344635	20362059	NM_003361
CASP9	1	15819437	15850695	NM_001229
FSCN1	7	5632567	5645105	NM_003088
CCL17	16	57447844	57449773	NM_002987
UGCG	9	114659495	114695277	NM_003358
SCGB1A1	11	62186567	62190563	NM_003357
UCP3	11	73712456	73718087	NM_003356
UCP2	11	73686051	73689423	NM_003355
KIF1A	2	241656780	241737169	NM_001244008
STPG1	1	24685032	24727878	NM_001199014
PTPN20A	10	46551701	48827526	NM_001042389
FGFR1OP2	12	27107091	27117666	NM_015633
MTRNR2L4	16	3421815	3421902	NM_001190476
MTRNR2L3	20	55934020	55934095	NM_001190472
MTRNR2L2	5	79945818	79945905	NM_001190470
HIST1H2AC	6	26124460	26124853	NM_003512
BCAR1	16	75263408	75301878	NM_001170714
SMAD7	18	46447741	46476794	NM_005904
SETDB1	1	150900190	150936840	NM_001145415
BTBD6	14	105715207	105717009	NM_033271
CXorf57	X	105855310	105921488	NM_018015
DGCR2	22	19026377	19109719	NM_005137
FGB	4	155484170	155491802	NM_005141
RAB11B	19	8455300	8468442	NM_004218
CAMK2G	10	75574772	75634219	NM_172171
SLC6A4	17	28525473	28548976	NM_001045
TLR2	4	154624059	154626414	NM_003264
KLRD1	12	10460676	10467392	NM_002262
KLRC3	12	10565170	10573149	NM_002261
KLRC2	12	10583715	10588585	NM_002260
KLRB1	12	9747869	9760435	NM_002258
KLK1	19	51322449	51327004	NM_002257
KIR2DL4	19	55315106	55325566	NM_002255
KIF3C	2	26151846	26204786	NM_002254
KCNS3	2	18112275	18113751	NM_002252
KCNS1	20	43723510	43727877	NM_002251
KCNN3	1	154680451	154842440	NM_001204087
KCNN4	19	44271694	44285013	NM_002250
KCNN1	19	18084697	18109215	NM_002248
WDR16	17	9480012	9546515	NM_145054
UPRT	X	74494089	74523346	NM_145052
SOCS5	2	46985669	46987280	NM_144949
UBLCP1	5	158695923	158711939	NM_145049
OSCP1	1	36883739	36915970	NM_145047
CALR3	19	16589941	16606940	NM_145046
CCDC151	19	11531502	11545837	NM_145045
ZNF501	3	44775913	44776729	NM_001258280
NEIL2	8	11628956	11643782	NM_145043
TMEM106A	17	41365060	41369820	NM_145041
PRKCDBP	11	6340392	6341706	NM_145040
DRC1	2	26624857	26679385	NM_145038
NXPE3	3	101504440	101540798	NM_001134456
CEP112	17	63632088	64179417	NM_145036
DCLRE1A	10	115594910	115612941	NM_014881
LGR5	12	71833860	71978514	NM_003667
KIRREL2	19	36348021	36357438	NM_199180
MRPL50	9	104152747	104160874	NM_019051
PRKCZ	1	1982069	2116448	NM_002744
SPTB	14	65216023	65289812	NM_001024858
DDHD2	8	38090512	38117639	NM_015214
LRCH1	13	47127531	47324785	NM_001164211
TMC5	16	19451360	19509288	NM_001105248
GCDH	19	13002118	13010557	NM_000159
FERMT1	20	6057819	6100201	NM_017671
OTUB1	11	63753928	63765018	NM_017670
ERCC6L	X	71424863	71458761	NM_017669
NDE1	16	15758635	15818108	NM_001143979
CCDC132	7	92861780	92987748	NM_001257998
ZNF280C	X	129338950	129394423	NM_017666
ZCCHC10	5	132334274	132362229	NM_017665
ANKRD10	13	111531983	111567281	NM_017664
TRPM6	9	77339528	77502772	NM_017662
ZNF280D	15	56923695	56999307	NM_017661
GATAD2A	19	19576154	19616283	NM_017660
QPCTL	19	46195961	46206307	NM_017659
KLHL28	14	45398230	45415131	NM_017658
ZNF562	19	9763624	9771420	NM_001130031
MAPT	17	44039703	44101537	NM_001123066
TMCO6	5	140019112	140024683	NM_018502
A2M	12	9220418	9268445	NM_000014
CDKN2A	9	21968227	21994330	NM_001195132
CDKN1C	11	2905233	2906719	NM_000076
CD3G	11	118215138	118223184	NM_000073
SH3GL1	19	4361596	4400365	NM_003025
CACNA1S	1	201008958	201081467	NM_000069
SERPINB2	18	61558678	61570539	NM_001143818
ADAM9	8	38854582	38961219	NM_003816
DCTN1	2	74588625	74607164	NM_004082
CTBS	1	85020681	85040098	NM_004388
NKX2-5	5	172659571	172662086	NM_001166175
NCAN	19	19327762	19360720	NM_004386
CSNK1G3	5	122881357	122950090	NM_001031812
CSK	15	75090638	75094854	NM_004383
MYZAP	15	57884232	57976696	NM_001018100
VPS13C	15	62146655	62352573	NM_001018088
PAPOLA	14	96968929	97031387	NM_001252007
SPAG9	17	49043632	49198017	NM_001130528
STXBP1	9	130374682	130453136	NM_003165
LONRF3	X	118108743	118151653	NM_001031855
IMMT	2	86371390	86422505	NM_006839
ALDH5A1	6	24495224	24533940	NM_170740
