gene	canonical	chrom	start	end
KIFAP3	NM_001204517	1	169890469	170043879
SCD5	NM_001037582	4	83550689	83720010
GPR17	NM_001161415	2	128403438	128410213
NPTN	NM_012428	15	73852343	73925753
DEFB130	NM_001037804	8	11921897	12175825
COL28A1	NM_001037763	7	7398243	7575460
DIXDC1	NM_001037954	11	111807926	111893307
REV1	NM_016316	2	100016937	100106480
GDF7	NM_182828	2	20866423	20871250
B4GALNT2	NM_153446	17	47209821	47247351
RGS5	NM_001254749	1	163112088	163291581
RPL11	NM_000975	1	24018268	24022915
UGT2B7	NM_001074	4	69962192	69978705
UGT2B11	NM_001073	4	70066050	70080449
RPL8	NM_033301	8	146015153	146017805
RPL7A	NM_000972	9	136215068	136218280
GRM2	NM_000839	3	51741080	51752625
PNPLA1	NM_001145717	6	36210944	36276372
KPNA7	NM_001145715	7	98771196	98805089
SAE1	NM_005500	19	47634079	47713893
FLRT2	NM_013231	14	85996487	86094270
JAK3	NM_000215	19	17935592	17958841
LGALS12	NM_001142537	11	63273523	63284246
EGR2	NM_000399	10	64571755	64578927
GUCA1A	NM_000409	6	42123143	42147794
GPD2	NM_001083112	2	157291964	157442915
CYB5R3	NM_001129819	22	43013845	43045405
GP1BB	NM_000407	22	19711065	19712297
CYBB	NM_000397	X	37639269	37672714
GNRHR	NM_000406	4	68603098	68621804
CTSK	NM_000396	1	150768683	150780917
GM2A	NM_000405	5	150632612	150649953
CSF2RB	NM_000395	22	37309674	37336479
KRT79	NM_175834	12	53215230	53228077
TCF23	NM_175769	2	27371944	27375819
GRIK2	NM_001166247	6	101846860	102517958
KCNA3	NM_002232	1	111214309	111217655
AGRP	NM_001138	16	67516473	67517716
NQO2	NM_000904	6	3000066	3019994
NPY	NM_000905	7	24323806	24331484
CHRNB3	NM_000749	8	42552561	42592209
CHRNB2	NM_000748	1	154540256	154552353
GABRB3	NM_000814	15	26788693	27018935
FAH	NM_000137	15	80445232	80478924
FANCC	NM_000136	9	97861335	98079991
ETV3L	NM_001004341	1	157061834	157069600
CASP5	NM_001136112	11	104864966	104893895
TBL1X	NM_005647	X	9431334	9687780
NRXN3	NM_004796	14	78870073	80334633
TFDP2	NM_001178138	3	141663269	141868386
SEMA3E	NM_012431	7	82993221	83278479
GSTT2	NM_000854	22	24299600	24326106
PRTN3	NM_002777	19	840984	848175
HTRA1	NM_002775	10	124221040	124274424
CHMP1A	NM_002768	16	89710838	89724193
TCEB3	NM_003198	1	24069855	24088549
TCEA3	NM_003196	1	23707554	23751261
IRF1	NM_002198	5	131817300	131826465
ITGA9	NM_002207	3	37493812	37861281
ACO1	NM_002197	9	32384600	32450832
ITGA7	NM_001144996	12	56078353	56106089
FSTL5	NM_020116	4	162305043	163085186
DOCK9	NM_001130048	13	99445740	99738660
GLRB	NM_000824	4	157997276	158093242
C7orf73	NM_001130929	7	135347220	135361160
C9orf129	NM_001098808	9	96080480	96108696
ANKRD20A4	NM_001098805	9	69381980	69425109
SYNC	NM_030786	1	33145506	33168361
CXXC4	NM_025212	4	105389462	105416058
EPC1	NM_025209	10	32556643	32636146
KDM4C	NM_015061	9	6720862	7175648
LOC642799	NM_001277324	16	14805545	14859305
OTOGL	NM_173591	12	80603232	80772870
HSPA8	NM_006597	11	122928199	122932901
LOC642778	NM_001277323	16	14805545	14859315
SOCS4	NM_199421	14	55493843	55516206
DAZ2	NM_020363	Y	25365603	27053187
C15orf27	NM_152335	15	76352298	76497304
TARSL2	NM_152334	15	102193954	102264645
TC2N	NM_152332	14	92246266	92333880
ACOT4	NM_152331	14	74058409	74062470
LRR1	NM_152329	14	50065414	50081390
FRMD6	NM_001042481	14	51955838	52197444
AK7	NM_152327	14	96858447	96955764
ANKRD9	NM_152326	14	102973197	102976128
TEX26	NM_152325	13	31506833	31549153
TEX29	NM_152324	13	111973014	111996594
ERP27	NM_152321	12	15066975	15091463
C12orf54	NM_152319	12	48876285	48890297
ZNF641	NM_152320	12	48733792	48745029
C12orf45	NM_152318	12	105380097	105388505
DEPDC4	NM_152317	12	100646041	100660857
ARL14EP	NM_152316	11	30344648	30359165
NXPE1	NM_152315	11	114392436	114430580
SLC36A4	NM_152313	11	92880849	92931095
CLRN3	NM_152311	10	129676113	129691211
NCAPH2	NM_001185011	22	50946644	50963209
ELOVL3	NM_152310	10	103986142	103989344
PIK3AP1	NM_152309	10	98353068	98480279
NASP	NM_002482	1	46049659	46084578
RMI2	NM_152308	16	11439310	11445617
TRMT61A	NM_152307	14	103995508	104003410
POGLUT1	NM_152305	3	119187784	119213554
RAB42	NM_001193532	1	28918711	28921088
TADA2B	NM_152293	4	7045155	7059677
MUC7	NM_001145006	4	71296208	71348714
POMZP3	NM_012230	7	76239302	76256620
EED	NM_152991	11	85955805	85989785
PXT1	NM_152990	6	36358328	36410666
SPPL2B	NM_001077238	19	2328628	2355100
DHRS2	NM_182908	14	24105572	24114848
UBXN11	NM_183008	1	26608772	26644756
PILRA	NM_013439	7	99971067	99997722
PTGES3L-AARSD1	NM_001136042	17	41102542	41132545
CLEC4M	NM_014257	19	7828034	7834491
ZIC1	NM_003412	3	147127180	147134506
ZFY	NM_003411	Y	2803111	2850547
ATP6V0B	NM_004047	1	44440601	44443972
NOL3	NM_001276312	16	67204399	67209640
ATP6V0E1	NM_003945	5	172410762	172461900
SELENBP1	NM_001258289	1	151336777	151345210
ATIC	NM_004044	2	216176678	216214496
AZI1	NM_014984	17	79163392	79196751
MRPS27	NM_015084	5	71515235	71616084
CDK12	NM_016507	17	37617738	37690800
HMGXB3	NM_014983	5	149380168	149432706
FSTL4	NM_015082	5	132532151	132948223
PCNX	NM_014982	14	71374121	71582099
MYH15	NM_014981	3	108099215	108248169
EVA1A	NM_001135032	2	75719443	75796848
CDV3	NM_001134422	3	133292433	133309118
LYZL1	NM_032517	10	29577989	29600158
BOK	NM_032515	2	242498145	242513553
PDZD4	NM_032512	X	153067622	153096003
FAXC	NM_032511	6	99720792	99797531
MAK16	NM_032509	8	33342684	33358778
PARD6G	NM_032510	18	77915116	78005397
TMEM185A	NM_032508	X	148678215	148713487
RHOXF2	NM_032498	X	119206240	119297933
TNPO2	NM_001136195	19	12810007	12834810
PAX6	NM_000280	11	31806339	31839509
ZCWPW1	NM_017984	7	99998494	100026431
CACNG7	NM_031896	19	54415990	54446969
ARMC10	NM_031905	7	102715327	102740210
PAIP2B	NM_020459	2	71409867	71454233
TTC7A	NM_020458	2	47168312	47303275
SPRYD7	NM_020456	13	50486841	50510625
ATP10D	NM_020453	4	47487409	47595503
FOXI3	NM_001135649	2	88747725	88752053
PTPRK	NM_001135648	6	128289923	128841870
CAPN8	NM_001143962	1	223714971	223853436
COPB1	NM_016451	11	14479048	14521441
C2orf74	NM_001143959	2	61372242	61391964
MARK2	NM_001039469	11	63606399	63678492
DPY19L1	NM_015283	7	34968492	35077653
UNC45A	NM_001039675	15	91473409	91497323
MESP1	NM_018670	15	90293097	90294540
WDR4	NM_001260477	21	44263189	44299699
USP18	NM_017414	22	18632757	18660162
APLN	NM_017413	X	128779235	128788933
SMPD3	NM_018667	16	68392229	68482409
HEBP2	NM_014320	6	138725335	138734582
PDSS1	NM_014317	10	26986594	27035726
CARHSP1	NM_001042476	16	8946801	8962863
TMEM55B	NM_001100814	14	20926011	20929637
HNRNPL	NM_001533	19	39327027	39342979
ANKRD20A2	NM_001012421	9	42368302	43133544
SORBS3	NM_005775	8	22409250	22433008
KRTAP5-7	NM_001012503	11	71238312	71239210
C9orf117	NM_001012502	9	130469270	130476303
SLC5A10	NM_152351	17	18855477	18924004
IL17A	NM_002190	6	52051184	52055436
IL15RA	NM_001243539	10	5994333	6020150
PDE8A	NM_002605	15	85523743	85682376
PDE7A	NM_001242318	8	66626568	66753969
LYN	NM_002350	8	56792385	56925006
PDE6G	NM_002602	17	79617488	79623607
PCK1	NM_002591	20	56136136	56141513
PDE6D	NM_002601	2	232597146	232645974
PCDH8	NM_002590	13	53418108	53422775
SHOX2	NM_003030	3	157813799	157823952
GRK1	NM_002929	13	114321596	114438637
SHB	NM_003028	9	37915894	38069210
ETFA	NM_000126	15	76508628	76603810
ACOX2	NM_003500	3	58490862	58522929
SYN3	NM_001135774	22	32908539	33454377
SPATA31D3	NM_207416	9	84558414	84565009
SIMC1	NM_198567	5	175665369	175772990
C5orf34	NM_198566	5	43486802	43515273
LRRC33	NM_198565	3	196366655	196388874
TMEM110	NM_198563	3	52870771	52931597
C3orf62	NM_198562	3	49306029	49314508
LHFPL4	NM_198560	3	9540044	9595486
C2orf62	NM_198559	2	219221578	219232817
RBM43	NM_198557	2	152104727	152118389
FAM89A	NM_198552	1	231154703	231175995
MIA3	NM_198551	1	222791443	222841351
FAM73A	NM_001270384	1	78245308	78345225
SPATA21	NM_198546	1	16725137	16763919
LAT	NM_014387	16	28996146	29002104
DDX21	NM_001256910	10	70715878	70744825
TRPV4	NM_021625	12	110220891	110271212
GGT6	NM_001122890	17	4460221	4463876
PPM1M	NM_144641	3	52279808	52284615
MYOZ3	NM_001122853	5	150040402	150058930
SLC6A12	NM_003044	12	299242	323371
GCH1	NM_000161	14	55308723	55369542
MPO	NM_000250	17	56347216	56358296
HTR3A	NM_213621	11	113845796	113861034
TNNT3	NM_006757	11	1940798	1959936
NIPAL4	NM_001099287	5	156887026	156901730
MTSS1	NM_014751	8	125563027	125740730
THUMPD1	NM_017736	16	20744988	20753199
RHOT1	NM_001033568	17	30469472	30552746
ATP11A	NM_015205	13	113344642	113541482
UQCRHL	NM_001089591	1	16133656	16134194
IQCJ-SCHIP1	NM_001197113	3	158787040	159615155
SCHIP1	NM_014575	3	158991035	159615155
KRT19	NM_002276	17	39679868	39684641
KRT15	NM_002275	17	39669996	39675270
KRT13	NM_153490	17	39657232	39661865
LAIR2	NM_002288	19	55014012	55021900
RIMBP3B	NM_001128635	22	21738039	21905373
RIMBP3C	NM_001128633	22	21737662	21905750
MSRB3	NM_001193460	12	65672422	65860687
RUNX3	NM_001031680	1	25226001	25291501
BNIPL	NM_001159642	1	151009028	151020076
MTX3	NM_001167741	5	79272538	79287088
SMYD3	NM_001167740	1	245912641	246670644
NAV1	NM_020443	1	201617449	201796102
BPY2	NM_004678	Y	25130409	27198251
IKBKE	NM_014002	1	206643585	206670223
SMIM17	NM_001193628	19	57154526	57168614
LOC147646	NM_001193623	19	51891542	51893828
SCP2	NM_002979	1	53392900	53517289
SMPD1	NM_000543	11	6411643	6416228
SFTPB	NM_000542	2	85884439	85895864
RHO	NM_000539	3	129247481	129254187
SHOX	NM_000451	Y	535078	620146
SELE	NM_000450	1	169691780	169703220
RAG1	NM_000448	11	36589562	36601310
TMEM56-RWDD3	NM_001199691	1	95583478	95710509
EDA2R	NM_001199687	X	65815481	65859140
SRGAP2D	NM_001271887	1	121107151	206580068
SMIM6	NM_001162997	17	73642645	73644057
SMIM5	NM_001162995	17	73629513	73637486
CECR6	NM_031890	22	17597188	17602257
C17orf99	NM_001163075	17	76142433	76162364
PGK1	NM_000291	X	77359665	77382324
PLG	NM_000301	6	161123224	161175085
KLHL40	NM_152393	3	42727010	42733938
TRAM1L1	NM_152402	4	118004709	118006736
AHSA2	NM_152392	2	61404554	61414686
PDCL2	NM_152401	4	56422691	56458379
PQLC3	NM_152391	2	11295539	11318998
TMEM178A	NM_152390	2	39892637	39945104
C4orf32	NM_152400	4	113066552	113110237
RAPGEF2	NM_014247	4	160188997	160281301
AKAP12	NM_005100	6	151561133	151679694
SLC40A1	NM_014585	2	190425315	190445537
ERO1L	NM_014584	14	53108604	53162419
LMCD1	NM_014583	3	8543510	8609806
OBP2A	NM_014582	9	138437984	138441815
OBP2B	NM_014581	9	136080665	136084628
ATRAID	NM_080592	2	27434898	27440046
LPAR3	NM_012152	1	85279085	85358896
F8A1	NM_012151	X	154114634	154688276
DTYMK	NM_012145	2	242615156	242626383
DNAI1	NM_012144	9	34458810	34520982
TFIP11	NM_001008697	22	26887893	26908437
CCNDBP1	NM_012142	15	43477465	43489375
INTS6	NM_012141	13	51935700	52027275
SERGEF	NM_012139	11	17809596	18034637
SLC25A10	NM_001270888	17	79679265	79688046
AATF	NM_012138	17	35306174	35414171
FAM50B	NM_012135	6	3849631	3851551
LMOD1	NM_012134	1	201865583	201915716
COPG2	NM_012133	7	130146079	130353598
CLDN17	NM_012131	21	31538240	31538971
CLCA4	NM_012128	1	87012758	87046432
HSBP1L1	NM_001136180	18	77724581	77730822
MCMDC2	NM_173518	8	67782983	67834283
MAP3K13	NM_004721	3	185000728	185206882
TMEM191B	NM_001242313	22	20377668	20380440
RASA4B	NM_001277335	7	102123585	102257203
MAPKAP1	NM_001006617	9	128199672	128469513
TRIM49D2P	NM_001105522	11	89644578	89666229
JAKMIP3	NM_001105521	10	133918312	133998313
C2orf70	NM_001105519	2	26785480	26802395
ANTXR2	NM_058172	4	80822770	80994477
C1orf210	NM_182517	1	43747556	43751288
SMIM12	NM_001164824	1	35315962	35325417
ACSL5	NM_203380	10	114133915	114188138
ARAP1	NM_001040118	11	72396113	72463434
DEFB106B	NM_001040704	8	7340025	7686575
INCENP	NM_001040694	11	61891444	61920635
CD209	NM_021155	19	7804880	7812464
WDR86	NM_198285	7	151078206	151107124
TMEM173	NM_198282	5	138855112	138862343
GPRIN3	NM_198281	4	90165428	90229161
CXorf23	NM_198279	X	19930979	19988382
SLC37A2	NM_198277	11	124933012	124960412
TMEM17	NM_198276	2	62727355	62733604
MPZL3	NM_198275	11	118100335	118123011
SMYD1	NM_198274	2	88367298	88412902
CYFIP2	NM_001037332	5	156693090	156822606
DEFB107B	NM_001040705	8	7353367	7673238
SLC4A1	NM_000342	17	42325757	42345502
GRIN2C	NM_000835	17	72838167	72856007
CHTOP	NM_001206612	1	153606457	153618782
CHMP2B	NM_014043	3	87276412	87304698
NAGPA	NM_016256	16	5074844	5083942
FAM8A1	NM_016255	6	17600517	17611950
BIRC6	NM_016252	2	32582095	32843965
SMEK2	NM_001122964	2	55775513	55844796
TUBGCP6	NM_020461	22	50656117	50683400
FAM222A	NM_032829	12	110152186	110208312
ZNF587	NM_032828	19	58361180	58376491
ATOH8	NM_032827	2	85980908	86018506
SLC35B4	NM_032826	7	133974089	134001827
ZNF382	NM_032825	19	37096206	37119499
OR2H1	NM_030883	6	29426229	29432099
FAM136A	NM_032822	2	70523107	70529220
ZNF341	NM_032819	20	32319807	32380075
ARHGEF39	NM_032818	9	35659340	35665278
CEP89	NM_032816	19	33369903	33462869
NFATC2IP	NM_032815	16	28962317	28977767
RNFT2	NM_001109903	12	117176095	117291436
TMTC4	NM_032813	13	101256089	101327103
PLXDC2	NM_032812	10	20105371	20569115
TBRG1	NM_032811	11	124492741	124505822
ZDHHC12	NM_032799	9	131483148	131486408
FAM73B	NM_032809	9	131799252	131834351
ATAD1	NM_032810	10	89512874	89577917
LINGO1	NM_032808	15	77905368	77924709
HSPA1A	NM_005345	6	31783290	31785719
TWIST1	NM_000474	7	19155090	19157295
BARD1	NM_000465	2	215593274	215674428
CRH	NM_000756	8	67088611	67090846
C1R	NM_001733	12	7187514	7245043
HOXD10	NM_002148	2	176981491	176984670
HOXB5	NM_002147	17	46668618	46671103
HOXB3	NM_002146	17	46626231	46651810
HOXB2	NM_002145	17	46620018	46622393
HOXB1	NM_002144	17	46606806	46608272
HPCA	NM_002143	1	33352097	33360247
MCOLN3	NM_018298	1	85483764	85514223
MAGEC2	NM_016249	X	141290127	141293076
AKAP11	NM_016248	13	42846288	42897403
CCNE2	NM_057749	8	95892452	95907482
TEAD2	NM_001256658	19	49843852	49865714
KIAA2022	NM_001008537	X	73952690	74145287
COL11A1	NM_080629	1	103342022	103574052
SLC34A3	NM_001177317	9	140125208	140131006
C7orf10	NM_001193311	7	40174574	40900366
SRGAP1	NM_020762	12	64238540	64541613
RPTOR	NM_020761	17	78518624	78940173
STARD9	NM_020759	15	42867856	43013196
HECW2	NM_020760	2	197063976	197457335
SERINC1	NM_020755	6	122764492	122792952
ARHGAP31	NM_020754	3	119013219	119138323
CASKIN2	NM_020753	17	73496340	73511664
RASSF10	NM_001080521	11	13030969	13033653
CHURC1-FNTB	NM_001202559	14	65381078	65529373
FAM170B	NM_001164484	10	50339200	50342065
C5orf63	NM_001164479	5	126378249	126409184
GOLGA7	NM_001002296	8	41348080	41368499
OCRL	NM_000276	X	128674251	128726530
NIT1	NM_001185092	1	161087861	161095235
ZBP1	NM_030776	20	56178901	56195632
TOM1L2	NM_001082968	17	17746821	17875784
CLDND1	NM_001040199	3	98234316	98241910
CT47A9	NM_001080138	X	120011344	120114778
MTFR2	NM_001099286	6	136552167	136571449
PTMA	NM_001099285	2	232573234	232578250
ZNF239	NM_005674	10	44051792	44070066
RSBN1L	NM_198467	7	77325742	77409120
SETD6	NM_001160305	16	58549382	58554431
ADAD1	NM_139243	4	123300120	123350947
AGL	NM_000028	1	100315639	100389579
ADSS	NM_001126	1	244571793	244615436
ADPRH	NM_001125	3	119298522	119308792
ADM	NM_001124	11	10326641	10328923
PLIN2	NM_001122	9	19115758	19127604
ADD3	NM_016824	10	111765725	111895323
CEP350	NM_014810	1	179923907	180084015
ATL3	NM_015459	11	63396436	63439083
MTMR9	NM_015458	8	11141999	11185654
CORO7	NM_024535	16	4404542	4466962
CHST5	NM_024533	16	75562427	75569068
NOD2	NM_022162	16	50731049	50766987
BIRC7	NM_139317	20	61867275	61871854
SLC52A2	NM_024531	8	145582216	145584948
CDC73	NM_024529	1	193091087	193223942
ZFAND5	NM_001102420	9	74966340	74980163
SLC35G1	NM_001134658	10	95653729	95662491
ZNF662	NM_207404	3	42947401	42960825
ITGAX	NM_000887	16	31366508	31394318
MFSD10	NM_001120	4	2932287	2936586
ITGA4	NM_000885	2	182321618	182402468
RNF149	NM_173647	2	101892062	101925178
KCNMB2	NM_181361	3	178254223	178562217
DUSP15	NM_080611	20	30448869	30458479
XAGE1A	NM_001097592	X	52238809	52546197
SYNCRIP	NM_001159677	6	86317501	86353043
TNNC1	NM_003280	3	52485106	52488057
TMPO	NM_001032283	12	98909350	98944157
TMOD1	NM_003275	9	100263461	100364025
C11orf49	NM_001003676	11	46958239	47185931
TMEM44	NM_001166305	3	194308401	194354150
POLR3H	NM_001018050	22	41921802	41940479
C7orf66	NM_001024607	7	108524037	108524637
ZNF772	NM_001024596	19	57980953	57988938
C1orf53	NM_001024594	1	197871681	197876497
LOC154872	NM_001024603	7	124417345	124430864
MSS51	NM_001024593	10	75183336	75193319
C1orf227	NM_001024601	1	213003484	213020991
GJB1	NM_000166	X	70435061	70445065
ATXN10	NM_013236	22	46067677	46241187
ENTPD4	NM_004901	8	23286664	23315244
RELL2	NM_173828	5	141016516	141020631
CLK3	NM_001130028	15	74900712	74922542
DHRS1	NM_001136050	14	24759803	24769039
URM1	NM_001265582	9	131133597	131154295
ASAP2	NM_003887	2	9346893	9545812
TCEB2	NM_007108	16	2821414	2827297
CLTB	NM_007097	5	175819455	175843570
SSR3	NM_007107	3	156257928	156272973
RNF31	NM_017999	14	24616658	24629870
LOC100652824	NM_001277372	2	202937977	203061886
ITPR2	NM_002223	12	26488284	26986131
RFPL2	NM_001098527	22	32586421	32600718
RNH1	NM_002939	11	494511	507283
SALL1	NM_001127892	16	51169885	51185183
S100A9	NM_002965	1	153330329	153333503
LILRA3	NM_006865	19	54799854	54804265
LILRA1	NM_006863	19	55105040	55113687
TDRKH	NM_001083965	1	151744040	151763010
LIAS	NM_006859	4	39460664	39479271
AQP1	NM_198098	7	30951414	30965131
SH3KBP1	NM_031892	X	19552082	19905744
CACNA1D	NM_000720	3	53529075	53846492
ACBD4	NM_001135704	17	43209966	43221543
FBXO28	NM_015176	1	224301788	224349749
SERTM1	NM_203451	13	37248048	37271975
FIGNL2	NM_001013690	12	52211675	52225701
GLUL	NM_002065	1	182350838	182361341
SLC4A11	NM_001174090	20	3208062	3219887
SULF2	NM_001161841	20	46286149	46415360
AP1B1	NM_001127	22	29723668	29784572
SYNM	NM_145728	15	99645285	99675800
TIGD4	NM_145720	4	153690505	153700916
TIGD3	NM_145719	11	65122281	65125082
CLEC10A	NM_182906	17	6977855	6983600
EIF5	NM_001969	14	103800338	103811361
PLAC4	NM_182832	21	42547157	42557166
MS4A7	NM_021201	11	60145957	60163426
CPE	NM_001873	4	166300096	166419482
RAB4A	NM_004578	1	229406808	229441640
PSPH	NM_004577	7	56078743	56119268
POU4F2	NM_004575	4	147560044	147563623
SEPT4	NM_080415	17	56597610	56618179
NEK3	NM_152720	13	52706778	52733996
SPERT	NM_152719	13	46276445	46288693
VWCE	NM_152718	11	61025757	61062788
PATL1	NM_152716	11	59404191	59436511
TBCEL	NM_152715	11	120894802	120960354
STT3A	NM_152713	11	125462738	125491280
STX2	NM_194356	12	131274144	131323819
BCAP31	NM_001139457	X	152965946	152990201
SVOPL	NM_001139456	7	138279029	138363790
C17orf62	NM_001193653	17	80400462	80408707
RAB11FIP4	NM_032932	17	29718641	29865232
CCNB3	NM_033031	X	50027539	50094911
POLR2C	NM_032940	16	57496550	57505921
C9orf37	NM_032937	9	140509783	140513308
GAL3ST3	NM_033036	11	65808235	65816651
TMEM60	NM_032936	7	77423044	77427747
MT4	NM_032935	16	56598960	56602869
TRIM5	NM_033092	11	5684424	5706339
KRT82	NM_033033	12	52787734	52800176
TMEM241	NM_032933	18	20875978	21017925
NDP	NM_000266	X	43808023	43832921
NCF1	NM_000265	7	74188308	74203659
GCK	NM_000162	7	44183869	44229022
NAGLU	NM_000263	17	40687950	40696466
NAGA	NM_000262	22	42454337	42466846
LTBP2	NM_000428	14	74964885	75079034
MYO7A	NM_000260	11	76839309	76926286
ACR	NM_001097	22	51176651	51183727
TNF	NM_000594	6	31543343	31546112
JPH2	NM_020433	20	42740336	42816218
DOLPP1	NM_020438	9	131843382	131852717
ASPHD2	NM_020437	22	26825279	26840978
COL25A1	NM_198721	4	109731876	110223799
CGB2	NM_033378	19	49535129	49536495
CGB1	NM_033377	19	49538825	49540191
GABBR1	NM_001470	6	29570004	29600962
RPL15	NM_001253384	3	23958294	23965187
SGOL1	NM_001199251	3	20202084	20227724
OR4A47	NM_001005512	11	48510344	48511274
GNPNAT1	NM_198066	14	53241910	53258386
SLC10A6	NM_197965	4	87744620	87770416
C7orf55	NM_197964	7	139025877	139031065
GLRX2	NM_016066	1	193065594	193075244
CES2	NM_003869	16	66968346	66978994
DPP8	NM_130434	15	65737997	65810035
NRAP	NM_001261463	10	115348582	115423829
LARP6	NM_018357	15	71123888	71146498
MAX	NM_145113	14	65472818	65569262
NAIF1	NM_197956	9	130823511	130829599
CD247	NM_198053	1	167399876	167487847
HIBCH	NM_014362	2	191069359	191184771
RUFY2	NM_017987	10	70103274	70167051
CDCA7L	NM_001127370	7	21940516	21985542
DDX4	NM_024415	5	55033844	55112974
HABP4	NM_014282	9	99212413	99253618
SIGLEC12	NM_053003	19	51994612	52005043
INSL6	NM_007179	9	5163862	5185618
TREH	NM_007180	11	118528941	118550381
KCNH4	NM_012285	17	40308909	40333296
KCNH3	NM_012284	12	49932939	49952077
KCNG2	NM_012283	18	77623667	77659816
KCNE1L	NM_012282	X	108866928	108868393
KCND2	NM_012281	7	119913721	120390387
ZNF843	NM_001136509	16	31446884	31454348
CISD3	NM_001136498	17	36886509	36891858
MXD3	NM_001142935	5	176732500	176739292
HAS1	NM_001523	19	52216364	52227221
ACACA	NM_198839	17	35441926	35766902
NLRP6	NM_138329	11	278569	285388
BCAN	NM_021948	1	156611739	156629324
CHMP2A	NM_014453	19	59062932	59066486
LIG4	NM_002312	13	108859791	108870716
ARL9	NM_206919	4	57371374	57390058
NHSL2	NM_001013627	X	71130937	71363424
C2orf71	NM_001029883	2	29284555	29297127
SOWAHB	NM_001029870	4	77816081	77819002
DBX1	NM_001029865	11	20177759	20181870
PDE8B	NM_003719	5	76506705	76724080
SPAG8	NM_172312	9	35807781	35812259
GINS3	NM_001126129	16	58426297	58440048
UPK3A	NM_006953	22	45680867	45691755
FAM104B	NM_001166703	X	55169534	55187628
FAM13C	NM_001143773	10	61005888	61122661
SLC1A3	NM_004172	5	36606456	36688436
C11orf91	NM_001166692	11	33719653	33722286
TTK	NM_001166691	6	80714321	80752244
