Chromosome	Start	End	Gene	Canonical
2	219161465	219170029	SLC23A3	NM_001144890
2	219171896	219178106	CNPPD1	NM_001321389
2	219219379	219229636	ATG9A	NM_001077198
2	219372042	219387912	DNPEP	NM_001319119
2	219289622	219309401	PTPRN	NM_002846
2	219327407	219333177	RESP18	NM_001007089
2	219418376	219426734	DES	NM_001927
2	219434842	219493629	SPEG	NM_005876
2	219538953	219543809	CHPF	NM_024536
2	219514481	219538772	ASIC4	NM_018674
2	219496354	219498287	SPEGNB	NM_001286811
2	219498890	219506989	GMPPA	NM_001374295
2	219627569	219641980	SLC4A3	NM_001326559
2	219572309	219575711	INHA	NM_002191
2	219550727	219571539	OBSL1	NM_015311
2	219597856	219616451	STK11IP	NM_052902
2	222566898	222656092	FARSB	NM_005687
2	222861035	222944638	ACSL3	NM_004457
2	223052189	223055637	KCNE4	NM_080671
2	223596939	223602361	SCG2	NM_003469
2	223755325	223837582	AP1S3	NM_001039569
2	223957462	223967714	MRPL44	NM_022915
2	223875347	223945335	WDFY1	NM_020830
2	227325250	227357833	MFF	NM_001277061
2	227362037	227379306	TM4SF20	NM_024795
2	227610089	227633320	C2orf83	NM_001162483
2	227683762	227706779	SLC19A3	NM_001371414
2	227813841	227817556	CCL20	NM_004591
2	227871375	227924343	DAW1	NM_001330004
2	229922502	230013119	FBXO36	NM_174899
2	230034981	230068924	SLC16A14	NM_152527
2	230165185	230225636	SP110	NM_001378442
2	230327192	230403732	SP140L	NM_138402
2	230864184	230879248	ITM2C	NM_001287241
2	230907327	230925242	GPR55	NM_005683
2	230996123	231007284	SPATA3	NM_139073
2	231037522	231049717	C2orf72	NM_001144994
2	231108229	231125042	HTR2B	NM_000867
2	231453530	231464484	NCL	NM_005381
2	231395709	231401164	B3GNT7	NM_145236
2	231523186	231530445	NMUR1	NM_006056
2	231592863	231594276	TEX44	NM_152614
2	231708524	231713551	PTMA	NM_001099285
2	231781670	231809248	COPS7B	NM_001369483
2	231921810	231926396	NPPC	NM_024409
2	232378750	232382889	ALPP	NM_001632
2	232479826	232487834	ECEL1	NM_004826
2	232406843	232410714	ALPG	NM_031313
2	232456152	232460753	ALPI	NM_001631
2	232526159	232536664	CHRND	NM_000751
2	232550586	232583645	EIF4E2	NM_001282958
2	232539691	232548115	CHRNG	NM_005199
2	232543882	232550557	TIGD1	NM_145702
2	232765801	232776565	KCNJ13	NM_002242
2	232869631	232878704	SNORC	NM_001346120
2	233032671	233035057	NEU2	NM_005383
2	233251672	233295668	ATG16L1	NM_001363742
2	233475525	233566782	USP40	NM_001382298
2	233718735	233773300	UGT1A4	NM_007120
2	233742749	233743998	DNAJB3	NM_001001394
2	233760269	233773300	UGT1A1	NM_000463
2	233729041	233773300	UGT1A3	NM_019093
2	233712991	233773299	UGT1A5	NM_019078
2	233836701	233854535	HJURP	NM_018410
2	234050701	234077134	SPP2	NM_006944
2	234493040	234497049	ARL4C	NM_005737
2	236165235	236168386	GBX2	NM_001301687
2	236193451	236264345	ASB18	NM_212556
2	236569824	236582351	ACKR3	NM_020311
2	237085888	237100474	COPS8	NM_006710
2	237566573	237567175	PRLH	NM_015893
2	237574325	237590734	RAB17	NM_022449
2	237798778	237842805	RBM44	NM_001080504
2	238061000	238099413	SCLY	NM_016510
2	238100339	238133287	ESPNL	NM_194312
2	238138667	238152945	KLHL30	NM_198582
2	238238266	238240038	HES6	NM_018645
2	238158969	238168890	ERFE	NM_001291832
2	238170401	238203695	ILKAP	NM_030768
2	238244043	238288610	PER2	NM_022817
2	238320517	238400897	TRAF3IP1	NM_015650
2	238426926	238452250	ASB1	NM_001040445
2	238848084	238910534	TWIST2	NM_001271893
2	240029490	240030429	OR6B2	NM_001005853
2	240045076	240046072	OR6B3	NM_173351
2	240126562	240136347	COPS9	NM_138336
2	240139025	240140658	OTOS	NM_148961
2	240435662	240468076	GPC1	NM_002081
2	240560356	240565256	DUSP28	NM_001370465
2	240568483	240581372	RNPEPL1	NM_018226
2	240605429	240631253	GPR35	NM_001195381
2	240586733	240599104	CAPN10	NM_023083
2	240676417	240682885	AQP12B	NM_001102467
2	240691865	240698483	AQP12A	NM_198998
2	240868823	240880500	AGXT	NM_000030
2	240886047	240896156	MAB21L4	NM_001085437
2	241113306	241149472	PASK	NM_001252124
2	241095570	241102287	MTERF4	NM_182501
2	241188676	241225975	ANO7	NM_001370694
2	241315186	241354026	SEPTIN2	NM_001008491
2	241492669	241508345	STK25	NM_001271978
2	241584404	241637158	THAP4	NM_015963
2	241675748	241686815	DTYMK	NM_001320905
2	241637692	241673856	ATG4B	NM_178326
2	241734629	241768811	D2HGDH	NM_152783
2	241776821	241804287	GAL3ST2	NM_022134
2	241811395	241817413	NEU4	NM_001167602
2	241893987	241900464	FAM240C	NM_001382368
2	241849883	241858894	PDCD1	NM_005018
2	241869728	241873823	RTP5	NM_173821
3	134157132	134250859	RYK	NM_002958
3	33496245	33718254	CLASP2	NM_001365628
3	24829322	25597931	RARB	NM_001290216
3	41350402	41962103	ULK4	NM_001322500
3	50329787	50340836	RASSF1	NM_170714
3	108958247	109118134	MORC1	NM_014429
3	100609600	100695479	ADGRG7	NM_032787
3	159069251	159897366	IQCJ-SCHIP1	NM_001197113
3	142656896	142713663	PLS1	NM_001172312
3	167735722	167825569	SERPINI1	NM_005025
3	159273246	159897366	SCHIP1	NM_014575
3	3126939	3153435	TRNT1	NM_001367321
3	6861114	7741531	GRM7	NM_181874
3	9397614	9478145	SETD5	NM_001349451
3	15667235	15797979	ANKRD28	NM_001349277
3	10324022	10505586	ATP2B2	NM_001330611
3	12557086	12583711	MKRN2	NM_014160
3	11272396	11557665	ATG7	NM_001349232
3	13568739	13638402	FBLN2	NM_001165035
3	14675140	14773036	C3orf20	NM_032137
3	24117153	24495708	THRB	NM_001354708
3	19879473	19934217	EFHB	NM_144715
3	28241618	28325127	CMC1	NM_001331185
3	29281070	30010386	RBMS3	NM_001003793
3	27110902	27369460	NEK10	NM_152534
3	39809608	40260320	MYRIP	NM_015460
3	35639524	35794486	ARPP21	NM_001385561
3	37452140	37823507	ITGA9	NM_002207
3	42979310	43057715	GASK1A	NM_001129908
3	49277143	49340053	USP4	NM_003363
3	45082276	45146378	CDCP1	NM_022842
3	54122551	55074557	CACNA2D3	NM_018398
3	56620131	56683265	TASOR	NM_001112736
3	55508310	56468467	ERC2	NM_015576
3	50674926	51384198	DOCK3	NM_004947
3	57625453	57693077	DENND6A	NM_152678
3	59747276	61251452	FHIT	NM_001320900
3	61561570	62297609	PTPRG	NM_002841
3	63864533	64003460	ATXN7	NM_000333
3	68004246	68545620	TAFA1	NM_213609
3	70194478	70312638	MDFIC2	NM_001364676
3	70954709	71583728	FOXP1	NM_001349338
3	69168782	69386088	FRMD4B	NM_015123
3	73382430	73624941	PDZRN3	NM_015009
3	74262568	74521140	CNTN3	NM_020872
3	78597237	79019459	ROBO1	NM_133631
3	77040098	77649963	ROBO2	NM_001378193
3	84958988	86074429	CADM2	NM_001375960
3	89107620	89482134	EPHA3	NM_005233
3	88059254	88144660	ZNF654	NM_001350134
3	88051949	88059005	CGGBP1	NM_001008390
3	96814593	97761532	EPHA6	NM_001080448
3	112140898	112294216	SLC9C1	NM_183061
3	115802373	116445487	LSAMP	NM_001318915
3	113211556	113287458	BOC	NM_001378075
3	111071815	111137560	NECTIN3	NM_015480
3	114294027	114310288	TIGIT	NM_173799
3	122680838	122730840	PARP14	NM_017554
3	119524292	119559614	CD80	NM_005191
3	121631398	121660903	HCLS1	NM_005335
3	124761948	124887365	ITGB5	NM_002213
3	123610048	123884332	MYLK	NM_053025
3	131026876	131350465	NEK11	NM_001353038
3	128966588	128994076	CFAP92	NM_020741
3	126704239	126960420	CHCHD6	NM_001320610
3	133038287	133397775	TMEM108	NM_001136469
3	127915231	127987664	KBTBD12	NM_207335
3	139935184	140577396	CLSTN2	NM_022131
3	141487026	141615356	RASA2	NM_001303246
3	139452883	139476516	RBP2	NM_004164
3	136250324	136330171	PCCB	NM_001178014
3	149812687	149962138	RNF13	NM_007282
3	143265221	143848468	SLC9A9	NM_173653
3	154121002	154257827	ARHGEF26	NM_001251962
3	157259742	157499656	VEPH1	NM_024621
3	158110088	158545730	RSRC1	NM_001271838
3	156290986	156539138	KCNAB1	NM_172159
3	160400558	160434953	SMC4	NM_005496
3	173397743	174294372	NLGN1	NM_014932
3	169839171	169869935	LRRC31	NM_024727
3	174859333	175810548	NAALADL2	NM_207015
3	172889356	173141235	SPATA16	NM_031955
3	183487550	183555706	KLHL6	NM_130446
3	189596745	189897279	TP63	NM_001329964
3	188153020	188890671	LPP	NM_001375457
3	186635968	186653141	FETUB	NM_001375587
3	185586294	185633551	SENP2	NM_021627
3	197042559	197298135	DLG1	NM_001366218
3	196595	409414	CHL1	NM_001253387
3	1093023	1404217	CNTN6	NM_001349351
3	2098802	3057961	CNTN4	NM_001350095
3	3799430	3849834	LRRN1	NM_001324188
3	4361145	4467269	SUMF1	NM_182760
3	4979436	4985323	BHLHE40	NM_003670
3	4493347	4847506	ITPR1	NM_001378452
3	8980590	9249646	SRGAP3	NM_014850
3	8501822	8574668	LMCD1	NM_014583
3	8877074	8963472	RAD18	NM_020165
3	8619402	8652084	SSUH2	NM_015931
3	10164918	10243745	IRAK2	NM_001570
3	9792547	9836356	ARPC4-TTLL3	NM_001198793
3	9649504	9702393	MTMR14	NM_001077525
3	9809914	9836365	TTLL3	NM_001025930
3	10026436	10101932	FANCD2	NM_001319984
3	10103936	10108255	FANCD2OS	NM_001164839
3	10816227	10833800	SLC6A11	NM_001317406
3	10992747	11039247	SLC6A1	NM_003042
3	11137237	11263557	HRH1	NM_001098213
3	12351416	12410425	PPARG	NM_001354668
3	11816291	11846885	TAMM41	NM_001366031
3	11556068	11643915	VGLL4	NM_001128219
3	12004359	12185732	SYN2	NM_003178
3	12897042	13283257	IQSEC1	NM_001376938
3	13316234	13420322	NUP210	NM_024923
3	13480305	13506416	HDAC11	NM_001136041
3	14402575	14489349	SLC6A6	NM_003043
3	14145147	14178672	XPC	NM_001354729
3	15450132	15498872	COLQ	NM_080538
3	15254355	15332586	SH3BP5	NM_004844
3	15560700	15601569	HACL1	NM_012260
3	15070072	15099148	RBSN	NM_022340
3	16315844	16513699	RFTN1	NM_015150
3	17157161	17740907	TBC1D5	NM_014744
3	16884954	17090604	PLCL2	NM_001144382
3	18345378	18425339	SATB1	NM_001195470
3	19148509	19535642	KCNH8	NM_144633
3	20169483	20186206	SGO1	NM_001199251
3	20040445	20154404	KAT2B	NM_003884
3	21412217	21751210	ZNF385D	NM_024697
3	23203101	23536697	UBE2E2	NM_001370226
3	23805954	23891640	UBE2E1	NM_003341
3	27372722	27484384	SLC4A7	NM_001321103
3	28348720	28526358	ZCWPW2	NM_001040432
3	30606501	30694141	TGFBR2	NM_001024847
3	30726199	30894661	GADL1	NM_207359
3	32238679	32370321	CMTM8	NM_178868
3	32106619	32168708	GPD1L	NM_015141
3	31660824	31981850	OSBPL10	NM_017784
3	31532924	31637616	STT3B	NM_178862
3	33277441	33388071	FBXL2	NM_001349321
3	33388335	33440405	UBP1	NM_014517
3	32685187	32773875	CNOT10	NM_015442
3	32996607	33097230	GLB1	NM_001317040
3	33150042	33218810	SUSD5	NM_015551
3	33798570	33869707	PDCD6IP	NM_001162429
3	36380486	36548006	STAC	NM_003149
3	37052625	37176360	LRRFIP2	NM_001348297
3	37243270	37366879	GOLGA4	NM_002078
3	36826818	36945054	TRANK1	NM_001329998
3	38138660	38143021	MYD88	NM_001172567
3	38265811	38278757	SLC22A13	NM_004256
3	38346784	38427186	XYLB	NM_001349178
3	37861879	37984469	CTDSPL	NM_001008392
3	38007495	38024520	PLCD1	NM_001130964
3	39183214	39192595	XIRP1	NM_194293
3	39052291	39096670	WDR48	NM_001346228
3	38845763	39051944	SCN11A	NM_001349253
3	42091356	42225890	TRAK1	NM_001349247
3	42809444	42867286	ACKR2	NM_001296
3	42547968	42581967	SEC22C	NM_032970
3	42705755	42773253	CCDC13	NM_144719
3	43365847	43622011	ANO10	NM_018075
3	44915260	44976174	ZDHHC3	NM_001330761
3	44761793	44853256	KIF15	NM_020242
3	44555192	44572158	ZKSCAN7	NM_018651
3	44431705	44477670	ZNF445	NM_181489
3	44421131	44439898	C3orf86	NM_001375996
3	44241885	44332098	TOPAZ1	NM_001145030
3	45689395	45745409	SACM1L	NM_001319073
3	45823317	45915724	LZTFL1	NM_001276378
3	45388575	45549407	LARS2	NM_015340
3	45594750	45686340	LIMD1	NM_014240
3	47016407	47164113	SETD2	NM_001349370
3	46921729	46982010	CCDC12	NM_144716
3	46515387	46566302	LRRC2	NM_024512
3	47413680	47475941	SCAP	NM_012235
3	47282943	47346816	KLHL18	NM_025010
3	47802908	47850196	DHX30	NM_001330990
3	47850694	48016416	MAP4	NM_001385682
3	47562237	47580240	CSPG5	NM_001206945
3	47585269	47781893	SMARCC1	NM_003074
3	48856925	48898882	SLC25A20	NM_000387
3	48746585	48847874	PRKAR2A	NM_004157
3	49015488	49021071	DALRD3	NM_018114
3	48467797	48504050	SHISA5	NM_001272068
3	48625722	48633846	SLC26A6	NM_001040454
3	49021184	49023493	NDUFAF3	NM_199073
3	49940149	50077249	RBM6	NM_001349192
3	49412205	49416476	TCTA	NM_022171
3	49805208	49813953	UBA7	NM_003335
3	49674350	49683971	APEH	NM_001640
3	50569521	50596166	HEMK1	NM_001377429
3	50362612	50503634	CACNA2D2	NM_001174051
3	51538718	51668660	RAD54L2	NM_001322253
3	53283428	53347543	DCP1A	NM_001290205
3	52545366	52685599	PBRM1	NM_001350077
3	52812961	52830672	ITIH4	NM_002218
3	52903572	53046073	SFMBT1	NM_016329
3	52685919	52694494	GNL3	NM_206825
3	53494610	53813730	CACNA1D	NM_000720
3	53867065	53882152	ACTR8	NM_022899
3	54918230	54967102	LRTM1	NM_001304389
3	56727419	56775717	ARHGEF3	NM_001128616
3	57268341	57292685	ASB14	NM_001142733
3	57089981	57170317	IL17RD	NM_001318864
3	57293699	57544344	DNAH12	NM_001366028
3	58192256	58210972	DNASE1L3	NM_004944
3	57756308	57930003	SLMAP	NM_001377540
3	58008421	58172250	FLNB	NM_001164317
3	58564117	58627610	FAM107A	NM_001282714
3	58882346	59050032	CFAP20DC	NM_001351533
3	62398347	62875416	CADPS	NM_003716
3	63278307	63616924	SYNPR	NM_001130003
3	63819298	63848636	C3orf49	NM_001355236
3	64092235	64225466	PRICKLE2	NM_198859
3	64515654	64688000	ADAMTS9	NM_182920
3	65353525	66038918	MAGI1	NM_001365903
3	66133609	66378927	SLC25A26	NM_173471
3	66378796	66501022	LRIG1	NM_015541
3	67374718	67654612	SUCLG2	NM_003848
3	69054729	69080365	UBA3	NM_003968
3	68731765	68932547	TAFA4	NM_182522
3	69739463	69968332	MITF	NM_001354607
3	71675413	71754773	EIF4E3	NM_173359
3	72996810	73069198	PPP4R2	NM_174907
3	75735869	75785002	ZNF717	NM_001128223
3	81489704	81761645	GBE1	NM_000158
3	87792705	87993838	HTR1F	NM_001322208
3	88338455	88467594	CSNKA2IP	NM_001368168
3	94063060	94131831	NSUN3	NM_022072
3	97764520	97801242	ARL6	NM_032146
3	97822010	97944984	CRYBG3	NM_153605
3	98795940	98901695	DCBLD2	NM_080927
3	99638593	99799217	COL8A1	NM_001850
3	99847922	100114513	FILIP1L	NM_001042459
3	100492618	100577444	TMEM45A	NM_001363876
3	99817861	100181732	CMSS1	NM_032359
3	100260991	100325236	TBC1D23	NM_001199198
3	101324204	101513212	SENP7	NM_020654
3	100749155	100993421	ABI3BP	NM_001375547
3	101222545	101320575	IMPG2	NM_016247
3	101574093	101594466	PCNP	NM_001320399
3	101849513	101861022	NFKBIZ	NM_031419
3	105655460	105869012	CBLB	NM_001321807
3	105366908	105576900	ALCAM	NM_001627
3	107522961	107811339	BBX	NM_001142568
3	108907794	108953846	GUCA1C	NM_001363884
3	108589721	108694840	DZIP3	NM_014648
3	108380367	108529322	MYH15	NM_014981
3	109293787	109316517	DPPA2	NM_138815
3	111542196	111652371	CD96	NM_198196
3	111674675	111846447	PLCXD2	NM_001185106
3	112039617	112081269	TMPRSS7	NM_001042575
3	111859264	111976517	PHLDB2	NM_001134438
3	113838787	113947174	GRAMD1C	NM_017577
3	113442717	113515156	SPICE1	NM_144718
3	114127579	114179052	DRD3	NM_000796
3	113964136	114056526	CCDC191	NM_020817
3	113747034	113812056	ATP6V1A	NM_001690
3	113286929	113441493	CFAP44	NM_001164496
3	114314515	115147288	ZBTB20	NM_001348803
3	118900556	119034846	IGSF11	NM_001353318
3	119294382	119420714	ARHGAP31	NM_020754
3	119821320	120094447	GSK3B	NM_002093
3	120165477	120285222	GPR156	NM_153002
3	119780483	119818485	NR1I2	NM_003889
3	120908676	121424761	STXBP5L	NM_001348345
3	120684937	120742516	RABL3	NM_173825
3	121431430	121545988	POLQ	NM_199420
3	122184326	122291628	CASR	NM_001178065
3	122531785	122564300	PARP9	NM_001146106
3	121894400	121944188	SLC15A2	NM_021082
3	123201942	123274135	SEC22A	NM_012430
3	123282295	123449090	ADCY5	NM_001378259
3	123067024	123162104	PDIA5	NM_006810
3	122909192	122993273	SEMA5B	NM_001256346
3	122795068	122881139	SLC49A4	NM_032839
3	124094680	124726325	KALRN	NM_001024660
3	125225668	125374709	ZNF148	NM_001348424
3	125528857	125595497	OSBPL11	NM_022776
3	124965709	125055997	HEG1	NM_020733
3	124905441	124934751	MUC13	NM_033049
3	125082643	125212748	SLC12A8	NM_024628
3	126607058	126655124	TXNRD3	NM_052883
3	126342634	126357408	KLF15	NM_014079
3	126481165	126517773	UROC1	NM_001165974
3	126006356	126057125	SLC41A3	NM_001008487
3	125929271	125937179	ALG1L	NM_001195223
3	127689061	127822882	MGLL	NM_007283
3	127629184	127672802	PODXL2	NM_015720
3	126988593	127037392	PLXNA1	NM_032242
3	128052436	128071683	SEC61A1	NM_013336
3	128153480	128408646	EEFSEC	NM_021937
3	129440035	129520507	IFT122	NM_001280545
3	129647791	129893711	TMCC1	NM_001349263
3	129087568	129121804	RAB43	NM_001204887
3	129087568	129161230	ISY1-RAB43	NM_001204890
3	130894083	131003150	ATP2C1	NM_001378687
3	130345515	130484846	COL6A5	NM_001278298
3	131533559	132035442	CPNE4	NM_130808
3	131462211	131502971	MRPL3	NM_007208
3	132417501	132539032	DNAJC13	NM_001329126
3	132558140	132659809	ACAD11	NM_032169
3	133824240	133895847	RAB6B	NM_001363953
3	133932700	134029925	SLCO2A1	NM_005630
3	133400055	133475208	BFSP2	NM_003571
3	133661997	133796641	TF	NM_001354703
3	134477703	134486023	ANAPC13	NM_001242374
3	134795259	135260465	EPHB1	NM_004441
3	134599922	134651022	KY	NM_178554
3	136148916	136196335	MSL2	NM_018133
3	135965727	136147894	PPP2R3A	NM_002718
3	136336235	136752378	STAG1	NM_005862
3	136957982	137011084	IL20RB	NM_144717
3	136819125	136855888	SLC35G2	NM_025246
3	138187300	138298386	ARMC8	NM_001363942
3	138010164	138033649	CLDN18	NM_016369
3	138261435	138329851	NME9	NM_001349021
3	138494344	138594260	CEP70	NM_001320598
3	138652697	138834928	PIK3CB	NM_006219
3	139560180	139678050	NMNAT3	NM_001320513
3	141368503	141449790	ZBTB38	NM_001376121
3	141944427	142149544	TFDP2	NM_001375776
3	142306609	142448037	XRN1	NM_019001
3	142449234	142578733	ATR	NM_001184
3	142157526	142225585	GK5	NM_001039547
3	142724033	142807887	TRPC1	NM_001251845
3	142817873	142889083	PCOLCE2	NM_013363
3	146515179	146544607	PLSCR1	NM_021105
3	146069440	146161495	PLOD2	NM_000935
3	148991539	149031775	GYG1	NM_004130
3	149517228	149724788	WWTR1	NM_001348362
3	149129637	149173732	HPS3	NM_032383
3	151086797	151436677	MED12L	NM_053002
3	151212116	151278542	P2RY14	NM_014879
3	151436204	151539316	IGSF10	NM_001385063
3	152268928	152465780	MBNL1	NM_001376823
3	154334942	154430190	GPR149	NM_001038705
3	155080010	155183729	MME	NM_007288
3	155479880	155745071	PLCH1	NM_001349252
3	155821024	155854427	SLC33A1	NM_004733
3	156826306	157046129	LEKR1	NM_001004316
3	157143120	157160147	CCNL1	NM_001308185
3	159069251	159266307	IQCJ	NM_001042705
3	158571193	158606456	MLF1	NM_001378847
3	158696891	158732457	RARRES1	NM_206963
3	160256985	160399225	IFT80	NM_001190241
3	160756230	161078901	PPM1L	NM_139245
3	161083882	161105372	B3GALNT1	NM_001349145
3	161344791	161372950	SPTSSB	NM_001320679
3	160495006	160565571	KPNA4	NM_002268
3	164978897	165078496	SI	NM_001041
3	165772903	165837423	BCHE	NM_000055
3	167239842	167407886	ZBBX	NM_001377489
3	167478684	167657923	WDR49	NM_001348951
3	168008695	168095924	GOLIM4	NM_014498
3	169083506	169147471	MECOM	NM_001366467
3	170459548	170586075	SLC7A14	NM_020949
3	170087583	170181733	PHC3	NM_001308116
3	170222423	170305977	PRKCI	NM_002740
3	170359622	170396849	SKIL	NM_001248008
3	171058413	171460405	TNIK	NM_015028
3	171600403	171810483	PLD1	NM_002662
3	172750725	172821474	ECT2	NM_001349097
3	172039577	172401669	FNDC3B	NM_022763
3	177019343	177197482	TBL1XR1	NM_001321194
3	179017224	179071809	ZMAT3	NM_001375824
3	179148356	179240093	PIK3CA	NM_006218
3	178536435	178844429	KCNMB2	NM_181361
3	179794958	179974225	PEX5L	NM_001349388
3	179562879	179588405	ACTL6A	NM_178042
3	179653039	179789401	USP13	NM_003940
3	179396087	179451470	GNB4	NM_021629
3	180602162	180611130	TTC14	NM_001042601
3	180614007	180679489	CCDC39	NM_181426
3	183178003	183428269	MCF2L2	NM_015078
3	182793503	182921629	ATP11B	NM_014616
3	182938073	182985918	DCUN1D1	NM_001308101
3	183697796	183812624	YEATS2	NM_018023
3	184276021	184293031	ECE2	NM_001100120
3	184155376	184173614	DVL3	NM_004423
3	184249671	184293031	EEF1AKMT4-ECE2	NM_014693
3	184812506	185052614	VPS8	NM_001349295
3	185190623	185254049	EHHADH	NM_001166415
3	185363135	185489094	MAP3K13	NM_004721
3	186147200	186362234	DGKG	NM_001346
3	185643129	185825042	IGF2BP2	NM_001291869
3	186930525	187078553	ST6GAL1	NM_173216
3	189171970	189325304	TPRG1	NM_198485
3	189956727	190120897	P3H2	NM_018192
3	190290360	190412138	CLDN16	NM_001378492
3	190305711	190322446	CLDN1	NM_021101
3	190514084	190659750	IL1RAP	NM_001167931
3	190428655	190449876	TMEM207	NM_207316
3	191199240	191265614	OSTN	NM_198184
3	191329393	191398659	CCDC50	NM_178335
3	192139390	192409597	FGF12	NM_021032
3	192796815	192917856	MB21D2	NM_178496
3	193593207	193697811	OPA1	NM_130837
3	193274788	193378753	ATP13A5	NM_198505
3	193398966	193554895	ATP13A4	NM_032279
3	194640791	194672191	LSG1	NM_018385
3	195068283	195271159	XXYLT1	NM_152531
3	195274744	195443020	ACAP2	NM_012287
3	196468785	196503768	RNF168	NM_152617
3	196867919	196934713	SENP5	NM_152699
3	197509782	197555968	BDH1	NM_203314
3	197889074	197949925	IQCG	NM_001323027
3	3066323	3110374	IL5RA	NM_000564
3	3149632	3179717	CRBN	NM_001173482
3	4303303	4317265	SETMAR	NM_006515
3	5187706	5219958	EDEM1	NM_014674
3	5122291	5180911	ARL8B	NM_018184
3	8750408	8769614	OXTR	NM_000916
3	8733801	8746758	CAV3	NM_033337
3	9363053	9386791	THUMPD3	NM_015453
3	9498360	9553822	LHFPL4	NM_198560
3	9749943	9766669	OGG1	NM_016828
3	9793081	9807724	ARPC4	NM_001198780
3	9757346	9769947	CAMK1	NM_003656
3	9731734	9748015	BRPF1	NM_001003694
3	9783127	9793011	TADA3	NM_133480
3	9703832	9729908	CPNE9	NM_153635
3	9902847	9916397	IL17RE	NM_001193380
3	9866713	9880253	CIDEC	NM_001321142
3	9890609	9894347	JAGN1	NM_001363890
3	9837802	9844059	RPUSD3	NM_001351738
3	9934050	9945406	CRELD1	NM_001374318
3	9917097	9933621	IL17RC	NM_153461
