Gene	Chromosome	Start	End	Canonical
TGDS	13	94574781	94596136	NM_001304430
STOX1	10	68827623	68892736	NM_152709
OR11A1	6_GL000255v2_alt	691829	29427641	NM_013937
EMC8	16	85779707	85799295	NM_006067
MAML3	4	139719322	140153327	NM_018717
COG1	17	73193069	73208451	NM_018714
MEIS3	19	47406476	47422191	NM_020160
SRGN	10	69088157	69104120	NM_001321053
UPK1A	19	35666812	35678019	NM_001281443
CAPN3	15	42359805	42411773	NM_000070
SGCB	4	52023956	52038259	NM_000232
GNAT1	3	50191725	50194955	NM_144499
GK	X	30653537	30728742	NM_001205019
CTDP1	18	79679947	79753790	NM_004715
CTU2	16	88706530	88715251	NM_001318507
G6PC	17	42900876	42911426	NM_000151
ZDHHC11	5	801106	850602	NM_024786
ZBTB3	11	62752089	62754062	NM_024784
TRAP1	16	3658128	3717508	NM_016292
ZNF510	9	96758777	96776069	NM_001314059
SIK2	11	111602563	111724129	NM_015191
CWF19L1	10	100233226	100267593	NM_001303405
GPAT3	4	83536622	83604767	NM_032717
GNPDA2	4	44703080	44722207	NM_138335
TACR2	10	69404825	69416323	NM_001057
C6orf136	6_GL000256v2_alt	1902319	30652915	NM_001161376
ARHGAP6	X	11138862	11664828	NM_013427
C10orf35	10	69631743	69633059	NM_145306
TRIM77	11	89710298	89717872	NM_001146162
RAB37	17	74671586	74745411	NM_175738
KLK6	19	50959163	50968104	NM_001012964
PMS1	2	189791809	189877436	NM_001321047
CARMIL1	6	25279795	25619583	NM_017640
NPLOC4	17	81559258	81636930	NM_017921
ZNF280D	15	56631497	56707109	NM_017661
AHI1	6	135285625	135492237	NM_001350503
TTYH3	7	2632155	2661739	NM_025250
PBX4	19	19562024	19618629	NM_025245
NDNF	4	121036263	121045837	NM_024574
SNRNP25	16	53989	57143	NM_024571
TANGO6	16	68843617	69083661	NM_024562
RNF39	6	1326265	30075789	NM_025236
CENPQ	6	49470176	49492275	NM_018132
ADCYAP1R1	7	31063264	31106684	NM_001199635
AIFM2	10	70114177	70124084	NM_001198696
CCDC169	13	36227200	36297719	NM_001144981
AP5M1	14	57269314	57288884	NM_018229
RNF214	11	117234272	117285151	NM_207343
DNM3	1	171841656	172418317	NM_001350204
ZNF3	7	100064787	100077357	NM_001278284
SLC25A20	3	48857709	48898794	NM_000387
VPS26A	10	69124277	69171269	NM_001318944
ZNF75A	16	3308428	3317869	NM_001302109
DDX11	12	31078393	31104033	NM_030653
PELI3	11	66468128	66476167	NM_145065
NFKBIB	19	38900032	38908832	NM_002503
PPP1R21	2	48440953	48514744	NM_001135629
PIKFYVE	2	208271519	208355305	NM_015040
POMGNT1	1	46188718	46197821	NM_001243766
SYCP3	12	101728926	101737935	NM_001177949
KCNJ13	2	232768190	232771362	NM_002242
CLDN9	16	3013362	3014016	NM_020982
SLC15A2	3	121894476	121941007	NM_021082
KCNQ5	6	72622189	73195414	NM_001160133
HPSE2	10	98459573	99235802	NM_001166246
AQP9	15	58138565	58184135	NM_020980
KAT2A	17	42113648	42121304	NM_021078
NEFH	22	29480262	29490703	NM_021076
VPS13C	15	61854456	62060374	NM_001018088
C10orf105	10	71715935	71716337	NM_001164375
SNX18	5	54517952	54543432	NM_001145427
PEG10	7	94656586	94665682	NM_001172437
ZMYND8	20	47210760	47356670	NM_001281773
RBP4	10	93592074	93601716	NM_001323517
FOLR3	11	72135952	72139831	NM_001318045
KCNJ18	17	21702786	21704088	NM_001194958
PDLIM5	4	94455288	94666026	NM_001256426
LUZP6	7	135927273	135927450	NM_001128619
SPOCK3	4	166734920	167234173	NM_001204352
PLAGL2	20	32196451	32202178	NM_002657
ZNF729	19	22286525	22317176	NM_001242680
PABPC3	13	25096198	25098094	NM_030979
UTP14C	13	52028804	52031105	NM_021645
PLA2G12B	10	72935616	72954685	NM_032562
EMD	X	154379484	154381197	NM_000117
CNGA1	4	47936420	47971100	NM_001142564
AVPR2	X	153905145	153906728	NM_001146151
ARG1	6	131573282	131583908	NM_001244438
ABCD1	X	153725266	153743735	NM_000033
SNTG1	8	50394238	50792829	NM_018967
ELP1	9	108869114	108931146	NM_003640
PAICS	4	56436312	56459538	NM_006452
ECD	10	73134582	73163937	NM_001135752
PIN4	X	72181710	72262796	NM_001170747
FAM149B1	10	73168339	73241019	NM_173348
NELFB	9	137255365	137272928	NM_015456
DCUN1D5	11	103062358	103091872	NM_001318739
ANXA7	10	73376094	73400856	NM_004034
SAMD4A	14	54567916	54788944	NM_015589
TNFSF13B	13	108269895	108306938	NM_006573
PPP3CB	10	73438241	73495889	NM_001142353
GIT2	12	109932977	109996224	NM_057169
PDZRN3	3	73383364	73624825	NM_015009
SYNPO2L	10	73646717	73655922	NM_001114133
EEF1E1	6	8073474	8102521	NM_004280
AKAP6	14	32433493	32824773	NM_004274
MED27	9	131860537	132079844	NM_004269
TMEM17	2	62501208	62506129	NM_198276
EIF4G1	3	184315796	184334908	NM_182917
ZSWIM8	10	73785878	73801776	NM_015037
SGSM3	22	40400806	40410179	NM_001350039
ZNF23	16	71448092	71454075	NM_145911
TIMM9	14	58409033	58411945	NM_012460
BTNL2	6	3617007	32407123	NM_001304561
ZYX	7	143381571	143390682	NM_003461
VCL	10	73998207	74118169	NM_014000
FER1L5	2	96642836	96704692	NM_001293083
C14orf2	14	103912665	103920990	NM_001127393
CAPS	19	5914073	5915322	NM_004058
ZP2	16	21197479	21211547	NM_003460
ATP5A1	18	46084281	46098231	NM_001257335
VPS45	1	150067857	150144921	NM_007259
KYNU	2	142885367	143042172	NM_001199241
DUSP13	10	75094675	75109157	NM_001007271
SAMD8	10	75150528	75176692	NM_144660
TMEM14B	6	10749201	10759101	NM_001286488
DPYD	1	97078975	97920922	NM_000110
ERCC3	2	127257595	127294081	NM_001303418
HGFAC	4	3442001	3449419	NM_001297439
TMCO1	1	165728022	165768904	NM_001256165
SDR16C5	8	56301479	56316347	NM_001318049
LAMB4	7	108024038	108123164	NM_007356
CCDC192	5	127703388	127941468	NM_001317938
ARL10	5	176365563	176371895	NM_173664
MRM3	17	782378	792069	NM_018146
SMARCB1	22	23531	23834180	NM_001317946
PNISR	6	99400273	99414659	NM_001322406
ZNF618	9	113876380	114050167	NM_001318042
BNC2	9	16418988	16870648	NM_017637
APOA1	11	116835807	116837387	NM_000039
BCL2L1	20	31665948	31722218	NM_138578
UVSSA	4	1348091	1385961	NM_020894
RAB3C	5	58582396	58851351	NM_001317915
BSPRY	9	113349579	113370142	NM_001317943
DTD1	20	18588072	18744252	NM_001318043
RSPO2	8	107901074	108082638	NM_178565
CELF4	18	37253810	37565641	NM_020180
TMEM265	16	30741743	30743943	NM_001256829
CCDC120	X	49062041	49068658	NM_001271836
HLA-DOA	6	4201111	33009536	NM_002119
CUL3	2	224474244	224585009	NM_003590
ZMIZ1	10	79201632	79312749	NM_020338
SYTL4	X	100676027	100702037	NM_080737
NUTM2B	10	79703609	79712485	NM_001278495
C12orf4	12	4489806	4536194	NM_020374
MCU	10	72692151	72885822	NM_001270680
LUC7L2	7	139360261	139422340	NM_001270643
COL28A1	7	7358632	7532875	NM_001037763
FAM71F1	7	128714119	128731113	NM_032599
ANKMY1	2	240479608	240560950	NM_001282771
UBB	17	16381907	16382597	NM_018955
CRTAM	11	122838546	122871399	NM_019604
ACKR3	2	236580465	236581554	NM_020311
DYDC1	10	80336155	80352601	NM_138812
SLC22A3	6	160348419	160451056	NM_021977
CUEDC2	10	102423425	102425188	NM_024040
HECTD3	1	45003491	45011257	NM_024602
ZNF606	19	57978300	58001319	NM_025027
SH2D4B	10	80538331	80644081	NM_207372
PIH1D2	11	112064167	112073174	NM_001082619
MOB2	11	1470171	1486556	NM_001172223
FBXO30	6	145800105	145806405	NM_032145
POP5	12	120579317	120581362	NM_015918
LRRC39	1	100149041	100168516	NM_001256385
KLF8	X	56014939	56284494	NM_007250
PRB4	12	503201	11310398	NM_002723
FBP1	9	94603380	94639310	NM_000507
PASK	2	241106565	241143032	NM_001252124
GOLPH3L	1	150648320	150694838	NM_018178
LGI2	4	25003450	25030693	NM_018176
HOXA7	7	27154908	27156545	NM_006896
NOX1	X	100843951	100874139	NM_007052
GSE1	16	85613391	85672539	NM_014615
BRWD1	21	39187025	39313491	NM_033656
SLC24A3	20	19212842	19721140	NM_020689
APOM	6_GL000253v2_alt	2903737	31658089	NM_019101
PLEKHA3	2	178480869	178503887	NM_019091
RBM27	5	146203765	146286030	NM_018989
DMAP1	1	44213753	44220618	NM_019100
SMR3B	4	70384510	70389848	NM_006685
ITGB1BP1	2	9406833	9423391	NM_001319066
TAF1B	2	9843541	9933984	NM_005680
CXCL11	4	76034752	76035987	NM_005409
SLC22A15	1	115976627	116067108	NM_018420
NUTM2A	10	87225830	87234708	NM_001099338
HLA-DMB	6_GL000255v2_alt	4129278	32940807	NM_002118
ANAPC5	12	121308479	121352340	NM_016237
BFAR	16_KI270853v1_alt	217202	14667827	NM_016561
CLSPN	1	35720890	35769870	NM_022111
SIPA1L2	1	232399126	232515339	NM_020808
IQSEC1	3	12899389	13073014	NM_001134382
NCKAP1	2	182925701	183038099	NM_205842
UBQLN2	X	56563873	56565748	NM_013444
ST6GALNAC6	9	127886471	127897981	NM_013443
LIPF	10	88665540	88678681	NM_001198829
PLEKHB2	2	131120941	131146773	NM_001309452
PTAR1	9	69718341	69759938	NM_001099666
LIPM	10	88802896	88820501	NM_001128215
DAZAP1	19	1407773	1434912	NM_170711
FAM90A1	12	8221821	8224832	NM_018088
ZDHHC24	11	66526956	66546003	NM_207340
C16orf87	16	46802951	46831149	NM_001001436
ANKRD9	14	102506935	102507889	NM_001348651
ABCC8	11	17392990	17476776	NM_001351295
R3HCC1L	10	98163394	98244158	NM_001351010
ZNF180	19	44476401	44500240	NM_001288760
LILRA1	19_GL949752v1_alt	499128	54600817	NM_006863
RAB35	12	120097244	120116650	NM_006861
PROM2	2	95274585	95288996	NM_001165978
ATG4C	1	62803786	62864159	NM_032852
MEGF9	9	120605189	120714358	NM_001080497
MYO5B	18	49826470	50194793	NM_001080467
RHCG	15	89472734	89496544	NM_016321
FGFBP3	10	91908192	91908969	NM_152429
IFRD1	7	112450688	112475519	NM_001007245
CREBL2	12	12612172	12641998	NM_001310
CNGB1	16	57884163	57967286	NM_001297
POMT2	14	77277375	77320681	NM_013382
SFTPA1	10	79611619	79614113	NM_005411
CFHR3	1	196774886	196793513	NM_021023
CEBPZOS	2	37199704	37201724	NM_001322373
NDUFAF5	20	13785068	13817210	NM_024120
SPATA6L	9	4604179	4666250	NM_001039395
DPH2	1	43970175	43972539	NM_001319170
KREMEN1	22	29073130	29167106	NM_001039570
KLHL35	11	75422579	75430629	NM_001039548
IFNA21	9	21166042	21166612	NM_002175
IFNA14	9	21239365	21239935	NM_002172
IFNA8	9	21409176	21409746	NM_002170
IFNA5	9	21304686	21305256	NM_002169
PRRG1	X	37406249	37453621	NM_001173489
PRL	6	22287401	22296982	NM_000948
PPP3CA	4	101025864	101346796	NM_000944
EXOC6	10	92831320	93058355	NM_001319194
KLHL36	16	84650867	84662133	NM_024731
GKN2	2	68945367	68952861	NM_182536
SUZ12	17	31937246	31999003	NM_015355
FGF11	17	7439620	7443146	NM_004112
VAPA	18	9914256	9954211	NM_003574
C10orf10	10	44977391	44978030	NM_007021
PRKAR1A	17	68515399	68551124	NM_212471
TRADD	16	67154648	67156660	NM_001323552
NUDT18	8	22107299	22109300	NM_024815
WDR41	5	77433134	77492220	NM_018268
TBC1D19	4	26584193	26754947	NM_018317
BBS10	12	76345812	76348358	NM_024685
TEFM	17	30899168	30906198	NM_024683
PALB2	16	23603458	23641157	NM_024675
RPL13A	19	49487629	49491815	NM_012423
SPDYE1	7	44001025	44007768	NM_175064
PTPN1	20	50510527	50582715	NM_002827
C9orf3	9	94759783	95082715	NM_001193331
MS4A12	11	60497318	60507124	NM_017716
SPDEF	6	34538273	34544455	NM_012391
PLK2	5	58454582	58459959	NM_006622
FAM19A1	3	68006626	68544503	NM_213609
ZNF202	11	123725996	123730888	NM_003455
TTN	2	178527011	178804642	NM_001267550
NEU3	11	74989060	75006492	NM_006656
CUL7	6	43037687	43053858	NM_001168370
PAMR1	11	35432355	35525585	NM_015430
TBC1D12	10	94402613	94533096	NM_015188
USP15	12	62260414	62404375	NM_001351165
SLC9A3R2	16	2027005	2037984	NM_001130012
GMNN	6	24777246	24785799	NM_015895
SKIV2L	6	3206967	31969715	NM_006929
TMEM50B	21	45389	33468885	NM_006134
FAM181A	14_KI270847v1_alt	1039833	93929164	NM_138344
BZW1	2	200812307	200822178	NM_001207067
ACSM6	10	95194485	95228784	NM_207321
ZNF652	17	49298412	49317725	NM_001145365
SIN3A	15	75371978	75430375	NM_001145358
VARS2	6_GL000253v2_alt	2169577	30926210	NM_001167734
ZBTB42	14	104801197	104802466	NM_001137601
DHRS9	2	169067146	169095767	NM_199204
ATXN1L	16	71849740	71851810	NM_001137675
IMMP2L	7	110663601	111521447	NM_001350964
TMED4	7	44579478	44582206	NM_001303062
TMEM9	1	201135662	201153923	NM_001288565
OGG1	3	9750286	9766135	NM_016828
OMG	17	31295008	31296331	NM_002544
POLD4	11	67351966	67353399	NM_021173
ECT2	3	172754530	172820237	NM_001349097
RGS5	1	163147341	163202835	NM_001254749
USP7	16	8893997	8963285	NM_001286458
NUP62	19	49908238	49909807	NM_016553
MYO1F	19	8521527	8577309	NM_012335
DNAJA1	9	33026484	33038903	NM_001539
AP3S1	5	115842037	115913490	NM_001318093
AZU1	19	6689	831877	NM_001700
BGN	X	153504631	153508445	NM_001711
BTC	4	74748040	74794325	NM_001729
SMG1	16	18809568	18926041	NM_015092
CFAP74	1	1922286	1990956	NM_001304360
HADH	4	107989932	108034357	NM_001184705
CALR	19	12938679	12943913	NM_004343
STRN3	14	30895410	31026185	NM_001083893
ZNF839	14	102319765	102342179	NM_018335
INTS7	1	211941823	212035437	NM_015434
AK3	9	4712975	4741087	NM_016282
MDH1	2	63589043	63607044	NM_005917
GRIA3	X	123184535	123483044	NM_000828
ZNF484	9	92846227	92877840	NM_001261459
NUDT9	4	87422905	87458021	NM_024047
DUSP1	5	172768761	172770952	NM_004417
MKS1	17	58205989	58219511	NM_017777
NUP133	1	229441903	229508249	NM_018230
SDC2	8	96494271	96609548	NM_002998
SOX11	2	5692721	5694047	NM_003108
SNTA1	20	33408506	33443620	NM_003098
SNRPF	12	95859073	95866071	NM_003095
ARHGAP19	10	97226121	97292627	NM_032900
FOXE1	9	97853914	97855036	NM_004473
TADA2A	17_KI270857v1_alt	1650517	37476982	NM_001488
APBB2	4	40816091	41033254	NM_004307
MFAP3	5	154049722	154053713	NM_001242336
MFAP1	15	43805093	43824569	NM_005926
MEOX2	7	15612386	15686402	NM_005924
MAP3K5	6	136557757	136792157	NM_005923
BPGM	7	134661507	134679031	NM_199186
ZDHHC16	10	97451675	97456891	NM_198046
VWA3A	16	22092637	22155902	NM_173615
FAM13A	4	88728532	89056964	NM_014883
ARL6IP4	12	122980204	122982676	NM_001278380
HSF1	8	144291757	144314330	NM_005526
HNRNPH1	5	179615545	179623133	NM_001257293
HSD17B8	6	4399072	33206654	NM_014234
TMEM45A	3	100555211	100577018	NM_018004
THG1L	5	157731440	157739482	NM_017872
ZNF736	7	64314150	64349147	NM_001170905
DOK5	20	54475946	54650479	NM_018431
HSPA13	21	14373616	14383119	NM_006948
NOTCH4	6_GL000256v2_alt	3418635	32223928	NM_004557
SPANXA1	X	141583737	141590708	NM_013453
ATP6V1G3	1	164796	198540650	NM_133326
ISL2	15	76336883	76341835	NM_145805
KLHL42	12	27780330	27798166	NM_020782
ZNF821	16	71860017	71879946	NM_001201552
ZNF586	19	57769842	57779796	NM_001204814
TIGD6	5	149994782	149996348	NM_030953
CST11	20	23450505	23452811	NM_130794
SIRPG	20	1630223	1657714	NM_018556
ROMO1	20	35699632	35700906	NM_080748
RPL10L	14	46651091	46651736	NM_080746
SSC4D	7	76390058	76404439	NM_080744
HYKK	15	78513088	78537301	NM_001013619
ZNF177	19	9378311	9381777	NM_001172651
SLC16A1	1	112913890	112929308	NM_001166496
PSMB8	6_GL000255v2_alt	4035246	32844413	NM_004159
GNPAT	1	231241378	231277542	NM_014236
UPK3B	7_KI270809v1_alt	9739	76515251	NM_001347684
ARMC9	2	231206238	231371535	NM_001271466
SFXN5	2	72945021	73071705	NM_001330404
FGD4	12	32486133	32640533	NM_001304484
BOLA1	1	149900059	149900473	NM_001321026
NAA38	17	7856730	7866493	NM_032356
UBA52	19	18572947	18575150	NM_001321018
CDK1	10	60780165	60793975	NM_001320918
DTYMK	2	241676126	241686783	NM_001320905
CNBD2	20	35968762	36030648	NM_001304367
RMDN2	2	37929277	38066990	NM_144713
TMEM168	7	112767196	112784825	NM_001287497
PIEZO2	18	10671526	11148588	NM_022068
PPP1R12C	19	55091471	55117543	NM_017607
NKX2-3	10	99533131	99535721	NM_145285
EPB41L3	18	5393472	5489183	NM_012307
CCDC134	22	41808890	41825823	NM_024821
LILRB3	19	191892	54222976	NM_001320960
NARFL	16	730416	740985	NM_001304799
CD79B	17	63929225	63932261	NM_001039933
PLEKHA7	11	16778997	17014401	NM_001329630
STK32C	10	132208009	132331736	NM_001318878
DAPK3	19	3959100	3969735	NM_001348
CPN1	10	100042426	100081625	NM_001308
RNASET2	6	166929587	166956182	NM_003730
NOX4	11	89326755	89491246	NM_001143837
CARD11	7	2906637	2958506	NM_001324281
TPD52L1	6	125153951	125262962	NM_001003395
CEP85L	6	118465404	118652781	NM_001042475
BLOC1S2	10	100275461	100286659	NM_001282437
PDIA6	2	10784257	10837605	NM_001282705
RCOR2	11	63911864	63916456	NM_173587
TMEM35B	1	34981943	34985305	NM_001195156
TRIM27	6_GL000254v2_alt	169651	28923632	NM_006510
CAMK4	5	111224483	111484466	NM_001744
PHYH	10	13278300	13300042	NM_001323080
NTS	12	85874403	85882375	NM_006183
NTN3	16	2471701	2474105	NM_006181
PSMC4	19	39971202	39981305	NM_006503
ST3GAL2	16	70381688	70398530	NM_006927
ZNF26	12	132986840	133011481	NM_001330513
HSPA6	1	161524658	161526590	NM_002155
HNRNPK	9	83969349	83978252	NM_002140
IFNA16	9	21216735	21217305	NM_002173
SLF2	10	100913110	100961912	NM_018121
SEMA4G	10	100972912	100984893	NM_017893
PCDHGA8	5	141392813	141511173	NM_032088
LRRC71	1	156920803	156932969	NM_144702
MRGPRG	11	3217943	3218813	NM_001164377
YME1L1	10	27111976	27154210	NM_139312
MSANTD4	11	106009534	106010917	NM_032424
LRBA	4	150265721	151014642	NM_001199282
MINDY3	10	15778991	15860299	NM_024948
KAZALD1	10	101062592	101064920	NM_001319303
EDF1	9	136862283	136866258	NM_001281297
COX14	12	50120043	50120217	NM_001257134
FAM104B	X	55143778	55161156	NM_001166703
VEPH1	3	157261133	157495349	NM_024621
SPACA9	9	132883947	132889968	NM_001316897
KCNB2	8	72567734	72938091	NM_004770
GPR37L1	1	202122963	202128556	NM_004767
UQCRQ	5	132866881	132867582	NM_014402
GAR1	4	109816164	109824431	NM_018983
GDAP1	8	74350461	74364367	NM_018972
FBXO6	1	11668658	11673851	NM_018438
KDM3A	2	86442047	86492119	NM_018433
TUBGCP6	22	50217735	50244459	NM_020461
NOX5	15	68930688	69056696	NM_001184780
KIF16B	20	16273252	16573275	NM_024704
HIVEP3	1	41510450	41584797	NM_024503
GRPEL1	4	7060861	7068032	NM_025196
NAA60	16	3443766	3484964	NM_001083601
TGS1	8	55773618	55824703	NM_024831
PIAS2	18	46812432	46920094	NM_001324049
C11orf65	11	108308970	108461559	NM_001351110
POU6F1	12	51190246	51206836	NM_001330422
MED24	17	40019528	40053598	NM_001330211
ZFYVE1	14	72970881	73024508	NM_021260
NEURL2	20	45888757	45890991	NM_001278535
ERN1	17	64043987	64130029	NM_001433
BIRC7	20	63236096	63239605	NM_139317
ZNF317	19	9156016	9161433	NM_020933
CDRT15L2	17	20579743	20580729	NM_001190790
NCF2	1	183556117	183590329	NM_000433
RALGPS1	9	126962289	127218769	NM_001322321
PLK4	4	127881134	127898541	NM_014264
GNE	9	36217364	36277042	NM_005476
IRF7	11_KI270832v1_alt	142537	615364	NM_004031
IRAK2	3	10164954	10242228	NM_001570
CRP	1	159713524	159714485	NM_000567
CACNB4	2	151839118	152099011	NM_001330117
EIF3E	8	108201884	108248702	NM_001568
IL13RA1	X	118727638	118791854	NM_001560
HCN2	19	589945	616474	NM_001194
IGF2R	6	159969246	160105084	NM_000876
IL6	7	22727262	22731573	NM_000600
UBE2QL1	5	6448893	6491349	NM_001145161
TPM4	19	16067624	16101346	NM_003290
PHEX	X	22033005	22247953	NM_000444
HBG2	11	5253276	5254728	NM_000184
AMPD1	1	114673113	114695570	NM_000036
PPP2R2B	5	146589946	147081266	NM_001271948
PDF	16	69329021	69330570	NM_022341
C11orf24	11	68261644	68263767	NM_022338
SAMD9L	7	93131216	93135971	NM_152703
KRI1	19	10553950	10566017	NM_023008
RTN4R	22	20241710	20268092	NM_023004
MTHFD1L	6	150865822	151092556	NM_001350492
UBOX5	20	3110105	3123365	NM_014948
EMC1	1	19219302	19251509	NM_015047
KCNK2	1	215005921	215235145	NM_001017424
SRP72	4	56467635	56501861	NM_006947
MUC16	19	8848931	8981138	NM_024690
FRMPD4	X	12138971	12720533	NM_014728
GJB7	6	87284240	87284912	NM_198568
TMEM110	3	52840493	52897450	NM_198563
RBM43	2	151250905	151261727	NM_198557
YJEFN3	19	19528932	19537524	NM_198537
TMEM205	19	11342814	11345619	NM_198536
NIF3L1	2	200891943	200903678	NM_021824
RPEL1	10	103245996	103246683	NM_001143909
INA	10	103277211	103288669	NM_032727
GGPS1	1	235335264	235342772	NM_001037277
SUSD4	1	223222191	223363425	NM_017982
KIF1BP	10	68988832	69016416	NM_015634
WSB1	17	27294395	27312369	NM_015626
ASCC2	22	29789012	29832325	NM_032204
FIG4	6	109691435	109825265	NM_014845
LCA5	6	79487003	79518894	NM_181714
DEK	6	18225718	18263987	NM_003472
S100A6	1	153534695	153535339	NM_014624
CLEC4A	12	8123878	8138287	NM_016184
A4GNT	3	138124263	138131256	NM_016161
CHRNA3	15	78593110	78620794	NM_000743
IFNG	12	68155352	68159615	NM_000619
NOS1	12	117215308	117331069	NM_001204218
UBE2E3	2	180982042	181062888	NM_006357
PCDH1	5	141854041	141878262	NM_032420
AXL	19	41219392	41259904	NM_021913
CALCOCO2	17	48841707	48863005	NM_001261390
NEXN	1	77916106	77942829	NM_144573
PPP1R9A	7	94910113	95290303	NM_001166160
LCORL	4	17845720	18021751	NM_153686
GSTO2	10	104274915	104299284	NM_183239
AGAP9	10	47502151	47523526	NM_001190810
ITPRIP	10	104314407	104316051	NM_033397
CFAP58	10	104353897	104454530	NM_001008723
LILRB5	19	225520	54257193	NM_001304457
BHMT2	5	79069782	79088574	NM_017614
SERF1B	5_GL339449v2_alt	250783	70917157	NM_022978
SYT13	11	45244051	45286207	NM_001247987
TMEM181	6	158536446	158631888	NM_020823
CCDC191	3	113965154	114056466	NM_020817
KLHL1	13	69701701	70107699	NM_020866
CNDP2	18	74499973	74520068	NM_018235
C11orf91	11	33698428	33700740	NM_001166692
RBM41	X	107065753	107118773	NM_001324243
ELAVL4	1	50048164	50201178	NM_001324214
COL8A2	1	36097568	36100242	NM_005202
CTSG	14	24573636	24576223	NM_001911
SERPINI1	3	167789128	167825323	NM_005025
NEMF	14	49784635	49852753	NM_004713
VSIG2	11	124747534	124752137	NM_001329920
DDX46	5	134758938	134828706	NM_001300860
TULP2	19	48881010	48897868	NM_003323
HTT	4	3074825	3240059	NM_002111
TAC1	7	97732612	97739920	NM_003182
CSDE1	1	114718168	114741664	NM_001242891
ADRA2A	10	111077996	111079394	NM_000681
RANBP6	9	6012289	6015607	NM_012416
BPIFA1	20	33237711	33242527	NM_130852
PAK5	20	9539461	9644328	NM_020341
ARFGEF3	6	138162086	138336486	NM_020340
VTI1A	10	112447373	112815383	NM_001318203
GDA	9	72149559	72250838	NM_001242506
AHCYL1	1	109985052	110021680	NM_001242673
ATP1A1	1	116373511	116404444	NM_001160233
KLHDC4	16	87708350	87765890	NM_017566
VIPAS39	14	77427615	77454102	NM_001193314
PLCB3	11	64251649	64267556	NM_000932
SH3KBP1	X	19536416	19887310	NM_031892
PHF8	X	53937980	54044890	NM_015107
